,Query,Exact,Approximate
10,Dynamic programming,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': True, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
11,Genetic algorithm,"{2163015493: {'relevancy': True, 'rank': 0}, 350196202: {'relevancy': False, 'rank': 1}, 2145586907: {'relevancy': False, 'rank': 2}, 2136350819: {'relevancy': False, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2162010601: {'relevancy': True, 'rank': 5}, 2121939561: {'relevancy': True, 'rank': 6}, 2297453548: {'relevancy': True, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': False, 'rank': 9}}","{2163015493: {'relevancy': True, 'rank': 0}, 350196202: {'relevancy': True, 'rank': 1}, 2145586907: {'relevancy': False, 'rank': 2}, 2136350819: {'relevancy': True, 'rank': 3}, 2065219374: {'relevancy': True, 'rank': 4}, 2162010601: {'relevancy': True, 'rank': 5}, 2121939561: {'relevancy': True, 'rank': 6}, 2297453548: {'relevancy': True, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': True, 'rank': 9}}"
12,Human-computer interaction,"{2149631809: {'relevancy': False, 'rank': 0}, 1844378188: {'relevancy': False, 'rank': 1}, 1967546095: {'relevancy': False, 'rank': 2}, 2058210145: {'relevancy': False, 'rank': 3}, 2171234738: {'relevancy': False, 'rank': 4}, 2133966816: {'relevancy': False, 'rank': 5}, 2163499725: {'relevancy': False, 'rank': 6}, 2162010601: {'relevancy': False, 'rank': 7}, 2121939561: {'relevancy': False, 'rank': 8}, 2065219374: {'relevancy': False, 'rank': 9}}","{2149631809: {'relevancy': True, 'rank': 0}, 1844378188: {'relevancy': True, 'rank': 1}, 1967546095: {'relevancy': True, 'rank': 2}, 2058210145: {'relevancy': False, 'rank': 3}, 2171234738: {'relevancy': False, 'rank': 4}, 2133966816: {'relevancy': False, 'rank': 5}, 2163499725: {'relevancy': False, 'rank': 6}, 2162010601: {'relevancy': True, 'rank': 7}, 2121939561: {'relevancy': True, 'rank': 8}, 2065219374: {'relevancy': False, 'rank': 9}}"
13,Categorial grammar,"{2250998000: {'relevancy': False, 'rank': 0}, 2040463142: {'relevancy': False, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 2121939561: {'relevancy': False, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}","{2250998000: {'relevancy': True, 'rank': 0}, 2040463142: {'relevancy': False, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 2121939561: {'relevancy': False, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}"
14,Semantic Web,"{2303458062: {'relevancy': True, 'rank': 0}, 2577876495: {'relevancy': True, 'rank': 1}, 2195048431: {'relevancy': True, 'rank': 2}, 2261367123: {'relevancy': False, 'rank': 3}, 2139423477: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': False, 'rank': 5}, 2083845045: {'relevancy': False, 'rank': 6}, 2162010601: {'relevancy': False, 'rank': 7}, 2065219374: {'relevancy': False, 'rank': 8}, 2297453548: {'relevancy': False, 'rank': 9}}","{2303458062: {'relevancy': True, 'rank': 0}, 2577876495: {'relevancy': True, 'rank': 1}, 2195048431: {'relevancy': True, 'rank': 2}, 2261367123: {'relevancy': True, 'rank': 3}, 2139423477: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2083845045: {'relevancy': True, 'rank': 6}, 2162010601: {'relevancy': False, 'rank': 7}, 2065219374: {'relevancy': False, 'rank': 8}, 2297453548: {'relevancy': True, 'rank': 9}}"
15,fuzzy logic,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
16,image restoration,"{2149631809: {'relevancy': True, 'rank': 0}, 511526681: {'relevancy': False, 'rank': 1}, 2162010601: {'relevancy': True, 'rank': 2}, 2121939561: {'relevancy': False, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}","{2149631809: {'relevancy': True, 'rank': 0}, 511526681: {'relevancy': True, 'rank': 1}, 2162010601: {'relevancy': True, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': True, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}"
17,generative model,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 1919135125: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 2472069284: {'relevancy': False, 'rank': 7}, 2142724104: {'relevancy': False, 'rank': 8}, 2161062602: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 1919135125: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 2472069284: {'relevancy': False, 'rank': 7}, 2142724104: {'relevancy': False, 'rank': 8}, 2161062602: {'relevancy': False, 'rank': 9}}"
18,search algorithm,"{2308649827: {'relevancy': False, 'rank': 0}, 2107070739: {'relevancy': False, 'rank': 1}, 2149631809: {'relevancy': True, 'rank': 2}, 2022407533: {'relevancy': False, 'rank': 3}, 1994040240: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2162010601: {'relevancy': True, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2297453548: {'relevancy': True, 'rank': 8}, 2112237679: {'relevancy': False, 'rank': 9}}","{2308649827: {'relevancy': False, 'rank': 0}, 2107070739: {'relevancy': False, 'rank': 1}, 2149631809: {'relevancy': True, 'rank': 2}, 2022407533: {'relevancy': False, 'rank': 3}, 1994040240: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2162010601: {'relevancy': True, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2297453548: {'relevancy': True, 'rank': 8}, 2112237679: {'relevancy': False, 'rank': 9}}"
19,sample size determination,"{2139712442: {'relevancy': True, 'rank': 0}, 229038272: {'relevancy': True, 'rank': 1}, 18953175: {'relevancy': False, 'rank': 2}, 699740264: {'relevancy': True, 'rank': 3}, 2162010601: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': True, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': True, 'rank': 9}}","{2139712442: {'relevancy': True, 'rank': 0}, 229038272: {'relevancy': True, 'rank': 1}, 18953175: {'relevancy': False, 'rank': 2}, 699740264: {'relevancy': True, 'rank': 3}, 2162010601: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': True, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': True, 'rank': 9}}"
20,anomaly detection,"{2121939561: {'relevancy': True, 'rank': 0}, 682452844: {'relevancy': False, 'rank': 1}, 2149631809: {'relevancy': True, 'rank': 2}, 2162010601: {'relevancy': False, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}","{2121939561: {'relevancy': True, 'rank': 0}, 682452844: {'relevancy': False, 'rank': 1}, 2149631809: {'relevancy': True, 'rank': 2}, 2162010601: {'relevancy': False, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}"
21,sentiment analysis,"{2162010601: {'relevancy': False, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': True, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': False, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': True, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
22,semantic similarity,"{2162010601: {'relevancy': False, 'rank': 0}, 2318310288: {'relevancy': True, 'rank': 1}, 1441874829: {'relevancy': False, 'rank': 2}, 1967999909: {'relevancy': False, 'rank': 3}, 2149341496: {'relevancy': True, 'rank': 4}, 2096562962: {'relevancy': True, 'rank': 5}, 2121939561: {'relevancy': True, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2297453548: {'relevancy': False, 'rank': 8}, 2112237679: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': False, 'rank': 0}, 2318310288: {'relevancy': True, 'rank': 1}, 1441874829: {'relevancy': False, 'rank': 2}, 1967999909: {'relevancy': False, 'rank': 3}, 2149341496: {'relevancy': True, 'rank': 4}, 2096562962: {'relevancy': True, 'rank': 5}, 2121939561: {'relevancy': True, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2297453548: {'relevancy': False, 'rank': 8}, 2112237679: {'relevancy': False, 'rank': 9}}"
23,world wide web,"{2577876495: {'relevancy': True, 'rank': 0}, 2195048431: {'relevancy': True, 'rank': 1}, 2198983026: {'relevancy': True, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2160663097: {'relevancy': True, 'rank': 4}, 693931197: {'relevancy': False, 'rank': 5}, 2162010601: {'relevancy': False, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2297453548: {'relevancy': True, 'rank': 8}, 2112237679: {'relevancy': False, 'rank': 9}}","{2577876495: {'relevancy': True, 'rank': 0}, 2195048431: {'relevancy': True, 'rank': 1}, 2198983026: {'relevancy': True, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2160663097: {'relevancy': True, 'rank': 4}, 693931197: {'relevancy': False, 'rank': 5}, 2162010601: {'relevancy': False, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2297453548: {'relevancy': True, 'rank': 8}, 2112237679: {'relevancy': True, 'rank': 9}}"
24,gibbs sampling,"{2011819992: {'relevancy': True, 'rank': 0}, 2721445647: {'relevancy': False, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2065219374: {'relevancy': True, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2143089062: {'relevancy': False, 'rank': 7}, 2052065285: {'relevancy': True, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}","{2011819992: {'relevancy': True, 'rank': 0}, 2721445647: {'relevancy': False, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2065219374: {'relevancy': True, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2143089062: {'relevancy': False, 'rank': 7}, 2052065285: {'relevancy': True, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}"
25,user interface,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 1919135125: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': True, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 1919135125: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': True, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
26,belief propagation,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': True, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': True, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
27,interpolation,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 1919135125: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
