,Query,Exact,Approximate
11,Genetic algorithm,"{'2134176519': {'relevancy': False, 'rank': 0}, '41028648': {'relevancy': False, 'rank': 1}, '2102678951': {'relevancy': True, 'rank': 2}, '161269817': {'relevancy': True, 'rank': 3}, '2141641810': {'relevancy': True, 'rank': 4}, '2165323197': {'relevancy': False, 'rank': 5}, '2119815381': {'relevancy': False, 'rank': 6}, '2684863816': {'relevancy': True, 'rank': 7}, '2165836321': {'relevancy': True, 'rank': 8}, '2159603389': {'relevancy': True, 'rank': 9}}","{'2134176519': {'relevancy': False, 'rank': 0}, '41028648': {'relevancy': False, 'rank': 1}, '2102678951': {'relevancy': True, 'rank': 2}, '161269817': {'relevancy': True, 'rank': 3}, '2141641810': {'relevancy': True, 'rank': 4}, '2165323197': {'relevancy': False, 'rank': 5}, '2119815381': {'relevancy': True, 'rank': 6}, '2684863816': {'relevancy': True, 'rank': 7}, '2165836321': {'relevancy': True, 'rank': 8}, '2159603389': {'relevancy': True, 'rank': 9}}"
12,Human-computer interaction,"{'2149631809': {'relevancy': False, 'rank': 0}, '2085767126': {'relevancy': False, 'rank': 1}, '1844378188': {'relevancy': False, 'rank': 2}, '1973965668': {'relevancy': False, 'rank': 3}, '126417355': {'relevancy': False, 'rank': 4}, '2104878114': {'relevancy': False, 'rank': 5}, '2126667393': {'relevancy': False, 'rank': 6}, '1696837840': {'relevancy': False, 'rank': 7}, '66820806': {'relevancy': False, 'rank': 8}, '1969768610': {'relevancy': False, 'rank': 9}}","{'2149631809': {'relevancy': True, 'rank': 0}, '2085767126': {'relevancy': True, 'rank': 1}, '1844378188': {'relevancy': True, 'rank': 2}, '1973965668': {'relevancy': True, 'rank': 3}, '126417355': {'relevancy': False, 'rank': 4}, '2104878114': {'relevancy': False, 'rank': 5}, '2126667393': {'relevancy': True, 'rank': 6}, '1696837840': {'relevancy': True, 'rank': 7}, '66820806': {'relevancy': True, 'rank': 8}, '1969768610': {'relevancy': True, 'rank': 9}}"
13,Categorial grammar,"{'2112881711': {'relevancy': True, 'rank': 0}, '2101398122': {'relevancy': True, 'rank': 1}, '1976481638': {'relevancy': False, 'rank': 2}, '2043808685': {'relevancy': True, 'rank': 3}, '2700688118': {'relevancy': False, 'rank': 4}, '334758317': {'relevancy': True, 'rank': 5}, '189016263': {'relevancy': True, 'rank': 6}, '2009875638': {'relevancy': False, 'rank': 7}, '1976640904': {'relevancy': False, 'rank': 8}, '77965061': {'relevancy': True, 'rank': 9}}","{'2112881711': {'relevancy': True, 'rank': 0}, '2101398122': {'relevancy': True, 'rank': 1}, '1976481638': {'relevancy': False, 'rank': 2}, '2043808685': {'relevancy': True, 'rank': 3}, '2700688118': {'relevancy': False, 'rank': 4}, '334758317': {'relevancy': True, 'rank': 5}, '189016263': {'relevancy': True, 'rank': 6}, '2009875638': {'relevancy': False, 'rank': 7}, '1976640904': {'relevancy': False, 'rank': 8}, '77965061': {'relevancy': True, 'rank': 9}}"
14,Semantic Web,"{'2278285199': {'relevancy': True, 'rank': 0}, '2068240882': {'relevancy': True, 'rank': 1}, '2695647148': {'relevancy': True, 'rank': 2}, '2047359151': {'relevancy': True, 'rank': 3}, '2295682018': {'relevancy': True, 'rank': 4}, '2113900192': {'relevancy': True, 'rank': 5}, '299652158': {'relevancy': True, 'rank': 6}, '2110296209': {'relevancy': True, 'rank': 7}, '2303458062': {'relevancy': True, 'rank': 8}, '2066282134': {'relevancy': True, 'rank': 9}}","{'2278285199': {'relevancy': True, 'rank': 0}, '2068240882': {'relevancy': True, 'rank': 1}, '2695647148': {'relevancy': True, 'rank': 2}, '2047359151': {'relevancy': True, 'rank': 3}, '2295682018': {'relevancy': True, 'rank': 4}, '2113900192': {'relevancy': True, 'rank': 5}, '299652158': {'relevancy': True, 'rank': 6}, '2110296209': {'relevancy': True, 'rank': 7}, '2303458062': {'relevancy': True, 'rank': 8}, '2066282134': {'relevancy': True, 'rank': 9}}"
15,fuzzy logic,"{'2252586558': {'relevancy': True, 'rank': 0}, '2140840629': {'relevancy': True, 'rank': 1}, '1842893076': {'relevancy': True, 'rank': 2}, '2304836142': {'relevancy': True, 'rank': 3}, '2054036173': {'relevancy': True, 'rank': 4}, '2300659125': {'relevancy': True, 'rank': 5}, '243346321': {'relevancy': True, 'rank': 6}, '277057557': {'relevancy': True, 'rank': 7}, '2148301797': {'relevancy': True, 'rank': 8}, '22217443': {'relevancy': True, 'rank': 9}}","{'2252586558': {'relevancy': True, 'rank': 0}, '2140840629': {'relevancy': True, 'rank': 1}, '1842893076': {'relevancy': True, 'rank': 2}, '2304836142': {'relevancy': True, 'rank': 3}, '2054036173': {'relevancy': True, 'rank': 4}, '2300659125': {'relevancy': True, 'rank': 5}, '243346321': {'relevancy': True, 'rank': 6}, '277057557': {'relevancy': True, 'rank': 7}, '2148301797': {'relevancy': True, 'rank': 8}, '22217443': {'relevancy': True, 'rank': 9}}"
16,image restoration,"{'2299711617': {'relevancy': True, 'rank': 0}, '2139153656': {'relevancy': True, 'rank': 1}, '2156155040': {'relevancy': True, 'rank': 2}, '2012722627': {'relevancy': False, 'rank': 3}, '2038193076': {'relevancy': True, 'rank': 4}, '2249793398': {'relevancy': True, 'rank': 5}, '2157904231': {'relevancy': False, 'rank': 6}, '242199621': {'relevancy': False, 'rank': 7}, '2170211388': {'relevancy': False, 'rank': 8}, '130468041': {'relevancy': True, 'rank': 9}}","{'2299711617': {'relevancy': True, 'rank': 0}, '2139153656': {'relevancy': True, 'rank': 1}, '2156155040': {'relevancy': True, 'rank': 2}, '2012722627': {'relevancy': False, 'rank': 3}, '2038193076': {'relevancy': True, 'rank': 4}, '2249793398': {'relevancy': True, 'rank': 5}, '2157904231': {'relevancy': True, 'rank': 6}, '242199621': {'relevancy': False, 'rank': 7}, '2170211388': {'relevancy': False, 'rank': 8}, '130468041': {'relevancy': True, 'rank': 9}}"
17,generative model,"{'2289542319': {'relevancy': False, 'rank': 0}, '2169925262': {'relevancy': False, 'rank': 1}, '2336810427': {'relevancy': False, 'rank': 2}, '2178816185': {'relevancy': False, 'rank': 3}, '340253981': {'relevancy': False, 'rank': 4}, '2118586410': {'relevancy': False, 'rank': 5}, '2078633956': {'relevancy': False, 'rank': 6}, '2146939727': {'relevancy': False, 'rank': 7}, '2045095944': {'relevancy': False, 'rank': 8}, '2069268408': {'relevancy': False, 'rank': 9}}","{'2289542319': {'relevancy': False, 'rank': 0}, '2169925262': {'relevancy': False, 'rank': 1}, '2336810427': {'relevancy': False, 'rank': 2}, '2178816185': {'relevancy': False, 'rank': 3}, '340253981': {'relevancy': False, 'rank': 4}, '2118586410': {'relevancy': False, 'rank': 5}, '2078633956': {'relevancy': False, 'rank': 6}, '2146939727': {'relevancy': False, 'rank': 7}, '2045095944': {'relevancy': False, 'rank': 8}, '2069268408': {'relevancy': False, 'rank': 9}}"
18,search algorithm,"{'2637163715': {'relevancy': True, 'rank': 0}, '1804802447': {'relevancy': True, 'rank': 1}, '2251396636': {'relevancy': False, 'rank': 2}, '2134079936': {'relevancy': False, 'rank': 3}, '2096583854': {'relevancy': True, 'rank': 4}, '2107589688': {'relevancy': False, 'rank': 5}, '46937997': {'relevancy': False, 'rank': 6}, '2308649827': {'relevancy': False, 'rank': 7}, '528588921': {'relevancy': True, 'rank': 8}, '94049422': {'relevancy': False, 'rank': 9}}","{'2637163715': {'relevancy': True, 'rank': 0}, '1804802447': {'relevancy': True, 'rank': 1}, '2251396636': {'relevancy': True, 'rank': 2}, '2134079936': {'relevancy': True, 'rank': 3}, '2096583854': {'relevancy': True, 'rank': 4}, '2107589688': {'relevancy': True, 'rank': 5}, '46937997': {'relevancy': False, 'rank': 6}, '2308649827': {'relevancy': False, 'rank': 7}, '528588921': {'relevancy': True, 'rank': 8}, '94049422': {'relevancy': True, 'rank': 9}}"
19,sample size determination,"{'2042100715': {'relevancy': True, 'rank': 0}, '1811258128': {'relevancy': True, 'rank': 1}, '2167855114': {'relevancy': False, 'rank': 2}, '2017920553': {'relevancy': False, 'rank': 3}, '1857373744': {'relevancy': False, 'rank': 4}, '2100228189': {'relevancy': True, 'rank': 5}, '2109751128': {'relevancy': True, 'rank': 6}, '1979810111': {'relevancy': False, 'rank': 7}, '2146664798': {'relevancy': True, 'rank': 8}, '2129089512': {'relevancy': False, 'rank': 9}}","{'2042100715': {'relevancy': True, 'rank': 0}, '1811258128': {'relevancy': True, 'rank': 1}, '2167855114': {'relevancy': False, 'rank': 2}, '2017920553': {'relevancy': False, 'rank': 3}, '1857373744': {'relevancy': False, 'rank': 4}, '2100228189': {'relevancy': True, 'rank': 5}, '2109751128': {'relevancy': True, 'rank': 6}, '1979810111': {'relevancy': False, 'rank': 7}, '2146664798': {'relevancy': True, 'rank': 8}, '2129089512': {'relevancy': False, 'rank': 9}}"
20,anomaly detection,"{'2161062602': {'relevancy': True, 'rank': 0}, '2096898130': {'relevancy': True, 'rank': 1}, '2175015405': {'relevancy': True, 'rank': 2}, '2121939561': {'relevancy': True, 'rank': 3}, '2226538938': {'relevancy': True, 'rank': 4}, '1994240001': {'relevancy': True, 'rank': 5}, '2037585042': {'relevancy': True, 'rank': 6}, '642640030': {'relevancy': True, 'rank': 7}, '1933782737': {'relevancy': True, 'rank': 8}, '2165395765': {'relevancy': True, 'rank': 9}}","{'2161062602': {'relevancy': True, 'rank': 0}, '2096898130': {'relevancy': True, 'rank': 1}, '2175015405': {'relevancy': True, 'rank': 2}, '2121939561': {'relevancy': True, 'rank': 3}, '2226538938': {'relevancy': True, 'rank': 4}, '1994240001': {'relevancy': True, 'rank': 5}, '2037585042': {'relevancy': True, 'rank': 6}, '642640030': {'relevancy': True, 'rank': 7}, '1933782737': {'relevancy': True, 'rank': 8}, '2165395765': {'relevancy': True, 'rank': 9}}"
21,sentiment analysis,"{'2116749196': {'relevancy': True, 'rank': 0}, '1992239148': {'relevancy': True, 'rank': 1}, '2105560112': {'relevancy': True, 'rank': 2}, '2343600773': {'relevancy': True, 'rank': 3}, '2055927854': {'relevancy': True, 'rank': 4}, '2124193838': {'relevancy': True, 'rank': 5}, '93282404': {'relevancy': True, 'rank': 6}, '2336868835': {'relevancy': True, 'rank': 7}, '1967266261': {'relevancy': True, 'rank': 8}, '2122391114': {'relevancy': True, 'rank': 9}}","{'2116749196': {'relevancy': True, 'rank': 0}, '1992239148': {'relevancy': True, 'rank': 1}, '2105560112': {'relevancy': True, 'rank': 2}, '2343600773': {'relevancy': True, 'rank': 3}, '2055927854': {'relevancy': True, 'rank': 4}, '2124193838': {'relevancy': True, 'rank': 5}, '93282404': {'relevancy': True, 'rank': 6}, '2336868835': {'relevancy': True, 'rank': 7}, '1967266261': {'relevancy': True, 'rank': 8}, '2122391114': {'relevancy': True, 'rank': 9}}"
22,semantic similarity,"{'2068190112': {'relevancy': True, 'rank': 0}, '2102950735': {'relevancy': True, 'rank': 1}, '499903789': {'relevancy': False, 'rank': 2}, '2243591905': {'relevancy': True, 'rank': 3}, '2084625574': {'relevancy': True, 'rank': 4}, '2124289572': {'relevancy': True, 'rank': 5}, '2121322151': {'relevancy': True, 'rank': 6}, '2129322869': {'relevancy': True, 'rank': 7}, '2133231644': {'relevancy': False, 'rank': 8}, '2590986003': {'relevancy': True, 'rank': 9}}","{'2068190112': {'relevancy': True, 'rank': 0}, '2102950735': {'relevancy': True, 'rank': 1}, '499903789': {'relevancy': False, 'rank': 2}, '2243591905': {'relevancy': True, 'rank': 3}, '2084625574': {'relevancy': True, 'rank': 4}, '2124289572': {'relevancy': True, 'rank': 5}, '2121322151': {'relevancy': True, 'rank': 6}, '2129322869': {'relevancy': True, 'rank': 7}, '2133231644': {'relevancy': False, 'rank': 8}, '2590986003': {'relevancy': True, 'rank': 9}}"
23,world wide web,"{'2154833104': {'relevancy': True, 'rank': 0}, '2339667287': {'relevancy': True, 'rank': 1}, '2345687710': {'relevancy': True, 'rank': 2}, '2114878113': {'relevancy': True, 'rank': 3}, '2343374067': {'relevancy': True, 'rank': 4}, '2303458062': {'relevancy': True, 'rank': 5}, '2248192384': {'relevancy': True, 'rank': 6}, '57747768': {'relevancy': True, 'rank': 7}, '2308609296': {'relevancy': True, 'rank': 8}, '677858554': {'relevancy': True, 'rank': 9}}","{'2154833104': {'relevancy': True, 'rank': 0}, '2339667287': {'relevancy': True, 'rank': 1}, '2345687710': {'relevancy': True, 'rank': 2}, '2114878113': {'relevancy': True, 'rank': 3}, '2343374067': {'relevancy': True, 'rank': 4}, '2303458062': {'relevancy': True, 'rank': 5}, '2248192384': {'relevancy': True, 'rank': 6}, '57747768': {'relevancy': True, 'rank': 7}, '2308609296': {'relevancy': True, 'rank': 8}, '677858554': {'relevancy': True, 'rank': 9}}"
24,gibbs sampling,"{'2149454608': {'relevancy': True, 'rank': 0}, '1976606991': {'relevancy': True, 'rank': 1}, '539593200': {'relevancy': False, 'rank': 2}, '2347934206': {'relevancy': True, 'rank': 3}, '2056153991': {'relevancy': True, 'rank': 4}, '2111799824': {'relevancy': True, 'rank': 5}, '2185567839': {'relevancy': True, 'rank': 6}, '2437776675': {'relevancy': True, 'rank': 7}, '183722240': {'relevancy': True, 'rank': 8}, '2617245170': {'relevancy': True, 'rank': 9}}","{'2149454608': {'relevancy': True, 'rank': 0}, '1976606991': {'relevancy': True, 'rank': 1}, '539593200': {'relevancy': False, 'rank': 2}, '2347934206': {'relevancy': True, 'rank': 3}, '2056153991': {'relevancy': True, 'rank': 4}, '2111799824': {'relevancy': True, 'rank': 5}, '2185567839': {'relevancy': True, 'rank': 6}, '2437776675': {'relevancy': True, 'rank': 7}, '183722240': {'relevancy': True, 'rank': 8}, '2617245170': {'relevancy': True, 'rank': 9}}"
25,user interface,"{'2149631809': {'relevancy': True, 'rank': 0}, '2073051687': {'relevancy': False, 'rank': 1}, '2006652490': {'relevancy': True, 'rank': 2}, '228217165': {'relevancy': True, 'rank': 3}, '2131180654': {'relevancy': False, 'rank': 4}, '249734580': {'relevancy': False, 'rank': 5}, '2119343948': {'relevancy': True, 'rank': 6}, '1969768610': {'relevancy': True, 'rank': 7}, '2141745054': {'relevancy': False, 'rank': 8}, '1970391018': {'relevancy': True, 'rank': 9}}","{'2149631809': {'relevancy': True, 'rank': 0}, '2073051687': {'relevancy': True, 'rank': 1}, '2006652490': {'relevancy': True, 'rank': 2}, '228217165': {'relevancy': True, 'rank': 3}, '2131180654': {'relevancy': False, 'rank': 4}, '249734580': {'relevancy': False, 'rank': 5}, '2119343948': {'relevancy': True, 'rank': 6}, '1969768610': {'relevancy': True, 'rank': 7}, '2141745054': {'relevancy': True, 'rank': 8}, '1970391018': {'relevancy': True, 'rank': 9}}"
26,belief propagation,"{'2097273326': {'relevancy': True, 'rank': 0}, '2138894044': {'relevancy': True, 'rank': 1}, '2112716162': {'relevancy': True, 'rank': 2}, '2041147275': {'relevancy': True, 'rank': 3}, '2021268131': {'relevancy': True, 'rank': 4}, '2017622874': {'relevancy': True, 'rank': 5}, '46298020': {'relevancy': True, 'rank': 6}, '2338117446': {'relevancy': True, 'rank': 7}, '8703819': {'relevancy': False, 'rank': 8}, '662435111': {'relevancy': False, 'rank': 9}}","{'2097273326': {'relevancy': True, 'rank': 0}, '2138894044': {'relevancy': True, 'rank': 1}, '2112716162': {'relevancy': True, 'rank': 2}, '2041147275': {'relevancy': True, 'rank': 3}, '2021268131': {'relevancy': True, 'rank': 4}, '2017622874': {'relevancy': True, 'rank': 5}, '46298020': {'relevancy': True, 'rank': 6}, '2338117446': {'relevancy': True, 'rank': 7}, '8703819': {'relevancy': True, 'rank': 8}, '662435111': {'relevancy': False, 'rank': 9}}"
27,interpolation,"{'669130765': {'relevancy': False, 'rank': 0}, '2156906482': {'relevancy': False, 'rank': 1}, '2139508905': {'relevancy': False, 'rank': 2}, '2589873730': {'relevancy': True, 'rank': 3}, '2308431901': {'relevancy': True, 'rank': 4}, '80443992': {'relevancy': False, 'rank': 5}, '2186831745': {'relevancy': False, 'rank': 6}, '2138291554': {'relevancy': False, 'rank': 7}, '2278598750': {'relevancy': False, 'rank': 8}, '2168535465': {'relevancy': True, 'rank': 9}}","{'669130765': {'relevancy': False, 'rank': 0}, '2156906482': {'relevancy': False, 'rank': 1}, '2139508905': {'relevancy': False, 'rank': 2}, '2589873730': {'relevancy': True, 'rank': 3}, '2308431901': {'relevancy': True, 'rank': 4}, '80443992': {'relevancy': False, 'rank': 5}, '2186831745': {'relevancy': False, 'rank': 6}, '2138291554': {'relevancy': False, 'rank': 7}, '2278598750': {'relevancy': False, 'rank': 8}, '2168535465': {'relevancy': True, 'rank': 9}}"
