,Query,Exact,Approximate
10,Dynamic programming,"{'80220757': {'relevancy': True, 'rank': 0}, '2302225927': {'relevancy': True, 'rank': 1}, '2107142044': {'relevancy': True, 'rank': 2}, '1980551179': {'relevancy': True, 'rank': 3}, '2027911405': {'relevancy': False, 'rank': 4}, '2032668272': {'relevancy': False, 'rank': 5}, '2008730852': {'relevancy': False, 'rank': 6}, '2102101654': {'relevancy': True, 'rank': 7}, '2669591595': {'relevancy': True, 'rank': 8}, '2138763645': {'relevancy': True, 'rank': 9}}","{'80220757': {'relevancy': True, 'rank': 0}, '2302225927': {'relevancy': True, 'rank': 1}, '2107142044': {'relevancy': True, 'rank': 2}, '1980551179': {'relevancy': True, 'rank': 3}, '2027911405': {'relevancy': False, 'rank': 4}, '2032668272': {'relevancy': False, 'rank': 5}, '2008730852': {'relevancy': False, 'rank': 6}, '2102101654': {'relevancy': True, 'rank': 7}, '2669591595': {'relevancy': True, 'rank': 8}, '2138763645': {'relevancy': True, 'rank': 9}}"
11,Genetic algorithm,"{'2141641810': {'relevancy': True, 'rank': 0}, '2134176519': {'relevancy': False, 'rank': 1}, '2159603389': {'relevancy': True, 'rank': 2}, '2160125451': {'relevancy': True, 'rank': 3}, '2165323197': {'relevancy': False, 'rank': 4}, '2102678951': {'relevancy': True, 'rank': 5}, '2716939416': {'relevancy': False, 'rank': 6}, '40961396': {'relevancy': False, 'rank': 7}, '1965422134': {'relevancy': False, 'rank': 8}, '2235459539': {'relevancy': True, 'rank': 9}}","{'2141641810': {'relevancy': True, 'rank': 0}, '2134176519': {'relevancy': False, 'rank': 1}, '2159603389': {'relevancy': True, 'rank': 2}, '2160125451': {'relevancy': True, 'rank': 3}, '2165323197': {'relevancy': False, 'rank': 4}, '2102678951': {'relevancy': True, 'rank': 5}, '2716939416': {'relevancy': False, 'rank': 6}, '40961396': {'relevancy': False, 'rank': 7}, '1965422134': {'relevancy': False, 'rank': 8}, '2235459539': {'relevancy': True, 'rank': 9}}"
12,Human-computer interaction,"{'2149631809': {'relevancy': False, 'rank': 0}, '2085767126': {'relevancy': False, 'rank': 1}, '1844378188': {'relevancy': False, 'rank': 2}, '1973965668': {'relevancy': False, 'rank': 3}, '91712042': {'relevancy': False, 'rank': 4}, '126417355': {'relevancy': False, 'rank': 5}, '1970391018': {'relevancy': False, 'rank': 6}, '66820806': {'relevancy': False, 'rank': 7}, '1969768610': {'relevancy': False, 'rank': 8}, '1967546095': {'relevancy': False, 'rank': 9}}","{'2149631809': {'relevancy': True, 'rank': 0}, '2085767126': {'relevancy': True, 'rank': 1}, '1844378188': {'relevancy': True, 'rank': 2}, '1973965668': {'relevancy': True, 'rank': 3}, '91712042': {'relevancy': True, 'rank': 4}, '126417355': {'relevancy': False, 'rank': 5}, '1970391018': {'relevancy': True, 'rank': 6}, '66820806': {'relevancy': True, 'rank': 7}, '1969768610': {'relevancy': True, 'rank': 8}, '1967546095': {'relevancy': True, 'rank': 9}}"
13,Categorial grammar,"{'2112881711': {'relevancy': True, 'rank': 0}, '1976481638': {'relevancy': False, 'rank': 1}, '2043808685': {'relevancy': True, 'rank': 2}, '2009875638': {'relevancy': False, 'rank': 3}, '2101398122': {'relevancy': True, 'rank': 4}, '189016263': {'relevancy': True, 'rank': 5}, '2161989416': {'relevancy': False, 'rank': 6}, '2047989551': {'relevancy': False, 'rank': 7}, '2156731892': {'relevancy': False, 'rank': 8}, '1997627650': {'relevancy': False, 'rank': 9}}","{'2112881711': {'relevancy': True, 'rank': 0}, '1976481638': {'relevancy': False, 'rank': 1}, '2043808685': {'relevancy': True, 'rank': 2}, '2009875638': {'relevancy': False, 'rank': 3}, '2101398122': {'relevancy': True, 'rank': 4}, '189016263': {'relevancy': True, 'rank': 5}, '2161989416': {'relevancy': False, 'rank': 6}, '2047989551': {'relevancy': False, 'rank': 7}, '2156731892': {'relevancy': False, 'rank': 8}, '1997627650': {'relevancy': False, 'rank': 9}}"
14,Semantic Web,"{'2303458062': {'relevancy': True, 'rank': 0}, '2167869104': {'relevancy': True, 'rank': 1}, '2047359151': {'relevancy': True, 'rank': 2}, '2308609296': {'relevancy': True, 'rank': 3}, '2295682018': {'relevancy': True, 'rank': 4}, '2023450202': {'relevancy': False, 'rank': 5}, '2195478976': {'relevancy': True, 'rank': 6}, '2275925217': {'relevancy': False, 'rank': 7}, '2141172858': {'relevancy': True, 'rank': 8}, '2110296209': {'relevancy': True, 'rank': 9}}","{'2303458062': {'relevancy': True, 'rank': 0}, '2167869104': {'relevancy': True, 'rank': 1}, '2047359151': {'relevancy': True, 'rank': 2}, '2308609296': {'relevancy': True, 'rank': 3}, '2295682018': {'relevancy': True, 'rank': 4}, '2023450202': {'relevancy': True, 'rank': 5}, '2195478976': {'relevancy': True, 'rank': 6}, '2275925217': {'relevancy': False, 'rank': 7}, '2141172858': {'relevancy': True, 'rank': 8}, '2110296209': {'relevancy': True, 'rank': 9}}"
15,fuzzy logic,"{'2252586558': {'relevancy': True, 'rank': 0}, '2140840629': {'relevancy': True, 'rank': 1}, '1842893076': {'relevancy': True, 'rank': 2}, '2300659125': {'relevancy': True, 'rank': 3}, '2105909224': {'relevancy': False, 'rank': 4}, '243346321': {'relevancy': True, 'rank': 5}, '2148301797': {'relevancy': True, 'rank': 6}, '277057557': {'relevancy': True, 'rank': 7}, '533487353': {'relevancy': False, 'rank': 8}, '420267153': {'relevancy': False, 'rank': 9}}","{'2252586558': {'relevancy': True, 'rank': 0}, '2140840629': {'relevancy': True, 'rank': 1}, '1842893076': {'relevancy': True, 'rank': 2}, '2300659125': {'relevancy': True, 'rank': 3}, '2105909224': {'relevancy': False, 'rank': 4}, '243346321': {'relevancy': True, 'rank': 5}, '2148301797': {'relevancy': True, 'rank': 6}, '277057557': {'relevancy': True, 'rank': 7}, '533487353': {'relevancy': False, 'rank': 8}, '420267153': {'relevancy': True, 'rank': 9}}"
16,image restoration,"{'2469405535': {'relevancy': True, 'rank': 0}, '2299711617': {'relevancy': True, 'rank': 1}, '310679509': {'relevancy': True, 'rank': 2}, '2139153656': {'relevancy': True, 'rank': 3}, '2594426199': {'relevancy': True, 'rank': 4}, '1967898767': {'relevancy': True, 'rank': 5}, '825683998': {'relevancy': True, 'rank': 6}, '2108835369': {'relevancy': True, 'rank': 7}, '2012722627': {'relevancy': False, 'rank': 8}, '2170211388': {'relevancy': False, 'rank': 9}}","{'2469405535': {'relevancy': True, 'rank': 0}, '2299711617': {'relevancy': True, 'rank': 1}, '310679509': {'relevancy': True, 'rank': 2}, '2139153656': {'relevancy': True, 'rank': 3}, '2594426199': {'relevancy': True, 'rank': 4}, '1967898767': {'relevancy': True, 'rank': 5}, '825683998': {'relevancy': True, 'rank': 6}, '2108835369': {'relevancy': True, 'rank': 7}, '2012722627': {'relevancy': False, 'rank': 8}, '2170211388': {'relevancy': False, 'rank': 9}}"
17,generative model,"{'2169925262': {'relevancy': False, 'rank': 0}, '2289542319': {'relevancy': False, 'rank': 1}, '2031945151': {'relevancy': False, 'rank': 2}, '2118586410': {'relevancy': False, 'rank': 3}, '2078633956': {'relevancy': False, 'rank': 4}, '2146939727': {'relevancy': False, 'rank': 5}, '1822555116': {'relevancy': False, 'rank': 6}, '2119757655': {'relevancy': False, 'rank': 7}, '2118264585': {'relevancy': False, 'rank': 8}, '2120321692': {'relevancy': False, 'rank': 9}}","{'2169925262': {'relevancy': False, 'rank': 0}, '2289542319': {'relevancy': False, 'rank': 1}, '2031945151': {'relevancy': False, 'rank': 2}, '2118586410': {'relevancy': False, 'rank': 3}, '2078633956': {'relevancy': False, 'rank': 4}, '2146939727': {'relevancy': False, 'rank': 5}, '1822555116': {'relevancy': False, 'rank': 6}, '2119757655': {'relevancy': False, 'rank': 7}, '2118264585': {'relevancy': False, 'rank': 8}, '2120321692': {'relevancy': False, 'rank': 9}}"
18,search algorithm,"{'46937997': {'relevancy': False, 'rank': 0}, '1983999465': {'relevancy': False, 'rank': 1}, '268204184': {'relevancy': True, 'rank': 2}, '1075592465': {'relevancy': False, 'rank': 3}, '2123190830': {'relevancy': False, 'rank': 4}, '87749410': {'relevancy': True, 'rank': 5}, '2149806870': {'relevancy': True, 'rank': 6}, '2095582769': {'relevancy': False, 'rank': 7}, '191979884': {'relevancy': True, 'rank': 8}, '2380581373': {'relevancy': False, 'rank': 9}}","{'46937997': {'relevancy': False, 'rank': 0}, '1983999465': {'relevancy': False, 'rank': 1}, '268204184': {'relevancy': True, 'rank': 2}, '1075592465': {'relevancy': True, 'rank': 3}, '2123190830': {'relevancy': False, 'rank': 4}, '87749410': {'relevancy': True, 'rank': 5}, '2149806870': {'relevancy': True, 'rank': 6}, '2095582769': {'relevancy': False, 'rank': 7}, '191979884': {'relevancy': True, 'rank': 8}, '2380581373': {'relevancy': True, 'rank': 9}}"
19,sample size determination,"{'1811258128': {'relevancy': True, 'rank': 0}, '2042100715': {'relevancy': True, 'rank': 1}, '2098655811': {'relevancy': False, 'rank': 2}, '2159479440': {'relevancy': False, 'rank': 3}, '2127597606': {'relevancy': True, 'rank': 4}, '1925586815': {'relevancy': True, 'rank': 5}, '2115636254': {'relevancy': False, 'rank': 6}, '2285085555': {'relevancy': False, 'rank': 7}, '270055802': {'relevancy': True, 'rank': 8}, '2291386233': {'relevancy': False, 'rank': 9}}","{'1811258128': {'relevancy': True, 'rank': 0}, '2042100715': {'relevancy': True, 'rank': 1}, '2098655811': {'relevancy': False, 'rank': 2}, '2159479440': {'relevancy': False, 'rank': 3}, '2127597606': {'relevancy': True, 'rank': 4}, '1925586815': {'relevancy': True, 'rank': 5}, '2115636254': {'relevancy': False, 'rank': 6}, '2285085555': {'relevancy': False, 'rank': 7}, '270055802': {'relevancy': True, 'rank': 8}, '2291386233': {'relevancy': False, 'rank': 9}}"
20,anomaly detection,"{'2096898130': {'relevancy': True, 'rank': 0}, '2161062602': {'relevancy': True, 'rank': 1}, '1994240001': {'relevancy': True, 'rank': 2}, '2037585042': {'relevancy': True, 'rank': 3}, '1933782737': {'relevancy': True, 'rank': 4}, '2165395765': {'relevancy': True, 'rank': 5}, '2133983782': {'relevancy': True, 'rank': 6}, '642640030': {'relevancy': True, 'rank': 7}, '2226538938': {'relevancy': True, 'rank': 8}, '122283408': {'relevancy': True, 'rank': 9}}","{'2096898130': {'relevancy': True, 'rank': 0}, '2161062602': {'relevancy': True, 'rank': 1}, '1994240001': {'relevancy': True, 'rank': 2}, '2037585042': {'relevancy': True, 'rank': 3}, '1933782737': {'relevancy': True, 'rank': 4}, '2165395765': {'relevancy': True, 'rank': 5}, '2133983782': {'relevancy': True, 'rank': 6}, '642640030': {'relevancy': True, 'rank': 7}, '2226538938': {'relevancy': True, 'rank': 8}, '122283408': {'relevancy': True, 'rank': 9}}"
21,sentiment analysis,"{'93282404': {'relevancy': True, 'rank': 0}, '40084183': {'relevancy': True, 'rank': 1}, '1992239148': {'relevancy': True, 'rank': 2}, '219684051': {'relevancy': True, 'rank': 3}, '2124193838': {'relevancy': True, 'rank': 4}, '2078106182': {'relevancy': True, 'rank': 5}, '2244698799': {'relevancy': True, 'rank': 6}, '2304235894': {'relevancy': True, 'rank': 7}, '2406483015': {'relevancy': True, 'rank': 8}, '2402923376': {'relevancy': True, 'rank': 9}}","{'93282404': {'relevancy': True, 'rank': 0}, '40084183': {'relevancy': True, 'rank': 1}, '1992239148': {'relevancy': True, 'rank': 2}, '219684051': {'relevancy': True, 'rank': 3}, '2124193838': {'relevancy': True, 'rank': 4}, '2078106182': {'relevancy': True, 'rank': 5}, '2244698799': {'relevancy': True, 'rank': 6}, '2304235894': {'relevancy': True, 'rank': 7}, '2406483015': {'relevancy': True, 'rank': 8}, '2402923376': {'relevancy': True, 'rank': 9}}"
22,semantic similarity,"{'164943294': {'relevancy': True, 'rank': 0}, '2102950735': {'relevancy': True, 'rank': 1}, '2120321692': {'relevancy': True, 'rank': 2}, '2110895491': {'relevancy': True, 'rank': 3}, '2084625574': {'relevancy': True, 'rank': 4}, '1956093140': {'relevancy': True, 'rank': 5}, '2124289572': {'relevancy': True, 'rank': 6}, '156417696': {'relevancy': True, 'rank': 7}, '2215287472': {'relevancy': True, 'rank': 8}, '2439529108': {'relevancy': False, 'rank': 9}}","{'164943294': {'relevancy': True, 'rank': 0}, '2102950735': {'relevancy': True, 'rank': 1}, '2120321692': {'relevancy': True, 'rank': 2}, '2110895491': {'relevancy': True, 'rank': 3}, '2084625574': {'relevancy': True, 'rank': 4}, '1956093140': {'relevancy': True, 'rank': 5}, '2124289572': {'relevancy': True, 'rank': 6}, '156417696': {'relevancy': True, 'rank': 7}, '2215287472': {'relevancy': True, 'rank': 8}, '2439529108': {'relevancy': False, 'rank': 9}}"
23,world wide web,"{'237419955': {'relevancy': True, 'rank': 0}, '2308609296': {'relevancy': True, 'rank': 1}, '2345687710': {'relevancy': True, 'rank': 2}, '2023450202': {'relevancy': True, 'rank': 3}, '2154833104': {'relevancy': True, 'rank': 4}, '2339667287': {'relevancy': True, 'rank': 5}, '2103349674': {'relevancy': True, 'rank': 6}, '2275925217': {'relevancy': False, 'rank': 7}, '2195478976': {'relevancy': True, 'rank': 8}, '2343374067': {'relevancy': True, 'rank': 9}}","{'237419955': {'relevancy': True, 'rank': 0}, '2308609296': {'relevancy': True, 'rank': 1}, '2345687710': {'relevancy': True, 'rank': 2}, '2023450202': {'relevancy': True, 'rank': 3}, '2154833104': {'relevancy': True, 'rank': 4}, '2339667287': {'relevancy': True, 'rank': 5}, '2103349674': {'relevancy': True, 'rank': 6}, '2275925217': {'relevancy': False, 'rank': 7}, '2195478976': {'relevancy': True, 'rank': 8}, '2343374067': {'relevancy': True, 'rank': 9}}"
24,gibbs sampling,"{'183722240': {'relevancy': True, 'rank': 0}, '2149454608': {'relevancy': True, 'rank': 1}, '539593200': {'relevancy': False, 'rank': 2}, '2347934206': {'relevancy': True, 'rank': 3}, '2056153991': {'relevancy': True, 'rank': 4}, '2437776675': {'relevancy': True, 'rank': 5}, '1980961941': {'relevancy': True, 'rank': 6}, '2635064073': {'relevancy': True, 'rank': 7}, '2435751034': {'relevancy': True, 'rank': 8}, '2131550435': {'relevancy': True, 'rank': 9}}","{'183722240': {'relevancy': True, 'rank': 0}, '2149454608': {'relevancy': True, 'rank': 1}, '539593200': {'relevancy': False, 'rank': 2}, '2347934206': {'relevancy': True, 'rank': 3}, '2056153991': {'relevancy': True, 'rank': 4}, '2437776675': {'relevancy': True, 'rank': 5}, '1980961941': {'relevancy': True, 'rank': 6}, '2635064073': {'relevancy': True, 'rank': 7}, '2435751034': {'relevancy': True, 'rank': 8}, '2131550435': {'relevancy': True, 'rank': 9}}"
25,user interface,"{'668764113': {'relevancy': True, 'rank': 0}, '682752941': {'relevancy': True, 'rank': 1}, '2166623132': {'relevancy': False, 'rank': 2}, '2308179883': {'relevancy': False, 'rank': 3}, '624549756': {'relevancy': True, 'rank': 4}, '2073051687': {'relevancy': False, 'rank': 5}, '2110306966': {'relevancy': False, 'rank': 6}, '2007574723': {'relevancy': True, 'rank': 7}, '614907589': {'relevancy': True, 'rank': 8}, '2248544301': {'relevancy': False, 'rank': 9}}","{'668764113': {'relevancy': True, 'rank': 0}, '682752941': {'relevancy': True, 'rank': 1}, '2166623132': {'relevancy': False, 'rank': 2}, '2308179883': {'relevancy': False, 'rank': 3}, '624549756': {'relevancy': True, 'rank': 4}, '2073051687': {'relevancy': True, 'rank': 5}, '2110306966': {'relevancy': False, 'rank': 6}, '2007574723': {'relevancy': True, 'rank': 7}, '614907589': {'relevancy': True, 'rank': 8}, '2248544301': {'relevancy': False, 'rank': 9}}"
26,belief propagation,"{'2138894044': {'relevancy': True, 'rank': 0}, '716715026': {'relevancy': False, 'rank': 1}, '2266727531': {'relevancy': False, 'rank': 2}, '2079978182': {'relevancy': True, 'rank': 3}, '2112716162': {'relevancy': True, 'rank': 4}, '2097273326': {'relevancy': True, 'rank': 5}, '46298020': {'relevancy': True, 'rank': 6}, '2169127675': {'relevancy': False, 'rank': 7}, '8703819': {'relevancy': False, 'rank': 8}, '1951929479': {'relevancy': False, 'rank': 9}}","{'2138894044': {'relevancy': True, 'rank': 0}, '716715026': {'relevancy': True, 'rank': 1}, '2266727531': {'relevancy': True, 'rank': 2}, '2079978182': {'relevancy': True, 'rank': 3}, '2112716162': {'relevancy': True, 'rank': 4}, '2097273326': {'relevancy': True, 'rank': 5}, '46298020': {'relevancy': True, 'rank': 6}, '2169127675': {'relevancy': False, 'rank': 7}, '8703819': {'relevancy': True, 'rank': 8}, '1951929479': {'relevancy': True, 'rank': 9}}"
27,interpolation,"{'669130765': {'relevancy': False, 'rank': 0}, '2156906482': {'relevancy': False, 'rank': 1}, '122224463': {'relevancy': True, 'rank': 2}, '2098073579': {'relevancy': False, 'rank': 3}, '2460773873': {'relevancy': True, 'rank': 4}, '313653972': {'relevancy': True, 'rank': 5}, '1996518183': {'relevancy': True, 'rank': 6}, '2167218018': {'relevancy': False, 'rank': 7}, '2482715602': {'relevancy': False, 'rank': 8}, '251395777': {'relevancy': True, 'rank': 9}}","{'669130765': {'relevancy': False, 'rank': 0}, '2156906482': {'relevancy': False, 'rank': 1}, '122224463': {'relevancy': True, 'rank': 2}, '2098073579': {'relevancy': False, 'rank': 3}, '2460773873': {'relevancy': True, 'rank': 4}, '313653972': {'relevancy': True, 'rank': 5}, '1996518183': {'relevancy': True, 'rank': 6}, '2167218018': {'relevancy': False, 'rank': 7}, '2482715602': {'relevancy': False, 'rank': 8}, '251395777': {'relevancy': True, 'rank': 9}}"
