,Query,Exact,Approximate
10,Dynamic programming,"{'2107142044': {'relevancy': True, 'rank': 0}, '1980551179': {'relevancy': True, 'rank': 1}, '80220757': {'relevancy': True, 'rank': 2}, '2221300944': {'relevancy': True, 'rank': 3}, '2302225927': {'relevancy': True, 'rank': 4}, '294409486': {'relevancy': False, 'rank': 5}, '2167873233': {'relevancy': False, 'rank': 6}, '473205244': {'relevancy': True, 'rank': 7}, '1208143757': {'relevancy': True, 'rank': 8}, '122224463': {'relevancy': False, 'rank': 9}}","{'2107142044': {'relevancy': True, 'rank': 0}, '1980551179': {'relevancy': True, 'rank': 1}, '80220757': {'relevancy': True, 'rank': 2}, '2221300944': {'relevancy': True, 'rank': 3}, '2302225927': {'relevancy': True, 'rank': 4}, '294409486': {'relevancy': False, 'rank': 5}, '2167873233': {'relevancy': True, 'rank': 6}, '473205244': {'relevancy': True, 'rank': 7}, '1208143757': {'relevancy': True, 'rank': 8}, '122224463': {'relevancy': True, 'rank': 9}}"
11,Genetic algorithm,"{'2102678951': {'relevancy': True, 'rank': 0}, '2160125451': {'relevancy': True, 'rank': 1}, '2141641810': {'relevancy': True, 'rank': 2}, '2159603389': {'relevancy': True, 'rank': 3}, '2163015493': {'relevancy': True, 'rank': 4}, '2149806870': {'relevancy': False, 'rank': 5}, '87749410': {'relevancy': True, 'rank': 6}, '2147402630': {'relevancy': True, 'rank': 7}, '2041096911': {'relevancy': True, 'rank': 8}, '2684863816': {'relevancy': True, 'rank': 9}}","{'2102678951': {'relevancy': True, 'rank': 0}, '2160125451': {'relevancy': True, 'rank': 1}, '2141641810': {'relevancy': True, 'rank': 2}, '2159603389': {'relevancy': True, 'rank': 3}, '2163015493': {'relevancy': True, 'rank': 4}, '2149806870': {'relevancy': False, 'rank': 5}, '87749410': {'relevancy': True, 'rank': 6}, '2147402630': {'relevancy': True, 'rank': 7}, '2041096911': {'relevancy': True, 'rank': 8}, '2684863816': {'relevancy': True, 'rank': 9}}"
12,Human-computer interaction,"{'2149631809': {'relevancy': False, 'rank': 0}, '2085767126': {'relevancy': False, 'rank': 1}, '1844378188': {'relevancy': False, 'rank': 2}, '1973965668': {'relevancy': False, 'rank': 3}, '126417355': {'relevancy': False, 'rank': 4}, '2104878114': {'relevancy': False, 'rank': 5}, '1970391018': {'relevancy': False, 'rank': 6}, '2126667393': {'relevancy': False, 'rank': 7}, '1696837840': {'relevancy': False, 'rank': 8}, '66820806': {'relevancy': False, 'rank': 9}}","{'2149631809': {'relevancy': True, 'rank': 0}, '2085767126': {'relevancy': True, 'rank': 1}, '1844378188': {'relevancy': True, 'rank': 2}, '1973965668': {'relevancy': True, 'rank': 3}, '126417355': {'relevancy': False, 'rank': 4}, '2104878114': {'relevancy': False, 'rank': 5}, '1970391018': {'relevancy': True, 'rank': 6}, '2126667393': {'relevancy': True, 'rank': 7}, '1696837840': {'relevancy': True, 'rank': 8}, '66820806': {'relevancy': True, 'rank': 9}}"
13,Categorial grammar,"{'2112881711': {'relevancy': True, 'rank': 0}, '2101398122': {'relevancy': True, 'rank': 1}, '2043808685': {'relevancy': True, 'rank': 2}, '2712338885': {'relevancy': False, 'rank': 3}, '189016263': {'relevancy': True, 'rank': 4}, '334758317': {'relevancy': True, 'rank': 5}, '2009875638': {'relevancy': False, 'rank': 6}, '2618175022': {'relevancy': False, 'rank': 7}, '2352736731': {'relevancy': False, 'rank': 8}, '2161790590': {'relevancy': False, 'rank': 9}}","{'2112881711': {'relevancy': True, 'rank': 0}, '2101398122': {'relevancy': True, 'rank': 1}, '2043808685': {'relevancy': True, 'rank': 2}, '2712338885': {'relevancy': True, 'rank': 3}, '189016263': {'relevancy': True, 'rank': 4}, '334758317': {'relevancy': True, 'rank': 5}, '2009875638': {'relevancy': False, 'rank': 6}, '2618175022': {'relevancy': False, 'rank': 7}, '2352736731': {'relevancy': False, 'rank': 8}, '2161790590': {'relevancy': False, 'rank': 9}}"
14,Semantic Web,"{'2303458062': {'relevancy': True, 'rank': 0}, '2141172858': {'relevancy': True, 'rank': 1}, '2167869104': {'relevancy': True, 'rank': 2}, '2047359151': {'relevancy': True, 'rank': 3}, '2308609296': {'relevancy': True, 'rank': 4}, '2023450202': {'relevancy': False, 'rank': 5}, '2038216534': {'relevancy': True, 'rank': 6}, '2250777962': {'relevancy': True, 'rank': 7}, '2295682018': {'relevancy': True, 'rank': 8}, '36886011': {'relevancy': True, 'rank': 9}}","{'2303458062': {'relevancy': True, 'rank': 0}, '2141172858': {'relevancy': True, 'rank': 1}, '2167869104': {'relevancy': True, 'rank': 2}, '2047359151': {'relevancy': True, 'rank': 3}, '2308609296': {'relevancy': True, 'rank': 4}, '2023450202': {'relevancy': True, 'rank': 5}, '2038216534': {'relevancy': True, 'rank': 6}, '2250777962': {'relevancy': True, 'rank': 7}, '2295682018': {'relevancy': True, 'rank': 8}, '36886011': {'relevancy': True, 'rank': 9}}"
15,fuzzy logic,"{'2252586558': {'relevancy': True, 'rank': 0}, '2304836142': {'relevancy': True, 'rank': 1}, '2140840629': {'relevancy': True, 'rank': 2}, '2300659125': {'relevancy': True, 'rank': 3}, '2054036173': {'relevancy': True, 'rank': 4}, '1842893076': {'relevancy': True, 'rank': 5}, '420267153': {'relevancy': False, 'rank': 6}, '2082615088': {'relevancy': True, 'rank': 7}, '243346321': {'relevancy': True, 'rank': 8}, '277057557': {'relevancy': True, 'rank': 9}}","{'2252586558': {'relevancy': True, 'rank': 0}, '2304836142': {'relevancy': True, 'rank': 1}, '2140840629': {'relevancy': True, 'rank': 2}, '2300659125': {'relevancy': True, 'rank': 3}, '2054036173': {'relevancy': True, 'rank': 4}, '1842893076': {'relevancy': True, 'rank': 5}, '420267153': {'relevancy': True, 'rank': 6}, '2082615088': {'relevancy': True, 'rank': 7}, '243346321': {'relevancy': True, 'rank': 8}, '277057557': {'relevancy': True, 'rank': 9}}"
16,image restoration,"{'2299711617': {'relevancy': True, 'rank': 0}, '2139153656': {'relevancy': True, 'rank': 1}, '2156155040': {'relevancy': True, 'rank': 2}, '2012722627': {'relevancy': False, 'rank': 3}, '2038193076': {'relevancy': True, 'rank': 4}, '2249793398': {'relevancy': True, 'rank': 5}, '2157904231': {'relevancy': False, 'rank': 6}, '242199621': {'relevancy': False, 'rank': 7}, '2170211388': {'relevancy': False, 'rank': 8}, '130468041': {'relevancy': True, 'rank': 9}}","{'2299711617': {'relevancy': True, 'rank': 0}, '2139153656': {'relevancy': True, 'rank': 1}, '2156155040': {'relevancy': True, 'rank': 2}, '2012722627': {'relevancy': False, 'rank': 3}, '2038193076': {'relevancy': True, 'rank': 4}, '2249793398': {'relevancy': True, 'rank': 5}, '2157904231': {'relevancy': True, 'rank': 6}, '242199621': {'relevancy': False, 'rank': 7}, '2170211388': {'relevancy': False, 'rank': 8}, '130468041': {'relevancy': True, 'rank': 9}}"
17,generative model,"{'2118586410': {'relevancy': False, 'rank': 0}, '2309231393': {'relevancy': False, 'rank': 1}, '2689542854': {'relevancy': False, 'rank': 2}, '2078633956': {'relevancy': False, 'rank': 3}, '2146939727': {'relevancy': False, 'rank': 4}, '2169925262': {'relevancy': False, 'rank': 5}, '2289542319': {'relevancy': False, 'rank': 6}, '1802746196': {'relevancy': False, 'rank': 7}, '2194378655': {'relevancy': False, 'rank': 8}, '2336810427': {'relevancy': False, 'rank': 9}}","{'2118586410': {'relevancy': False, 'rank': 0}, '2309231393': {'relevancy': False, 'rank': 1}, '2689542854': {'relevancy': False, 'rank': 2}, '2078633956': {'relevancy': False, 'rank': 3}, '2146939727': {'relevancy': False, 'rank': 4}, '2169925262': {'relevancy': False, 'rank': 5}, '2289542319': {'relevancy': False, 'rank': 6}, '1802746196': {'relevancy': False, 'rank': 7}, '2194378655': {'relevancy': False, 'rank': 8}, '2336810427': {'relevancy': False, 'rank': 9}}"
18,search algorithm,"{'46937997': {'relevancy': False, 'rank': 0}, '1983999465': {'relevancy': False, 'rank': 1}, '87749410': {'relevancy': True, 'rank': 2}, '2149806870': {'relevancy': True, 'rank': 3}, '396705451': {'relevancy': False, 'rank': 4}, '268204184': {'relevancy': True, 'rank': 5}, '1075592465': {'relevancy': False, 'rank': 6}, '1909000858': {'relevancy': True, 'rank': 7}, '2001450558': {'relevancy': False, 'rank': 8}, '2095582769': {'relevancy': False, 'rank': 9}}","{'46937997': {'relevancy': False, 'rank': 0}, '1983999465': {'relevancy': False, 'rank': 1}, '87749410': {'relevancy': True, 'rank': 2}, '2149806870': {'relevancy': True, 'rank': 3}, '396705451': {'relevancy': False, 'rank': 4}, '268204184': {'relevancy': True, 'rank': 5}, '1075592465': {'relevancy': True, 'rank': 6}, '1909000858': {'relevancy': True, 'rank': 7}, '2001450558': {'relevancy': False, 'rank': 8}, '2095582769': {'relevancy': False, 'rank': 9}}"
19,sample size determination,"{'2042100715': {'relevancy': True, 'rank': 0}, '1811258128': {'relevancy': True, 'rank': 1}, '2167855114': {'relevancy': False, 'rank': 2}, '2017920553': {'relevancy': False, 'rank': 3}, '1857373744': {'relevancy': False, 'rank': 4}, '2100228189': {'relevancy': True, 'rank': 5}, '2109751128': {'relevancy': True, 'rank': 6}, '1979810111': {'relevancy': False, 'rank': 7}, '2146664798': {'relevancy': True, 'rank': 8}, '2129089512': {'relevancy': False, 'rank': 9}}","{'2042100715': {'relevancy': True, 'rank': 0}, '1811258128': {'relevancy': True, 'rank': 1}, '2167855114': {'relevancy': False, 'rank': 2}, '2017920553': {'relevancy': False, 'rank': 3}, '1857373744': {'relevancy': False, 'rank': 4}, '2100228189': {'relevancy': True, 'rank': 5}, '2109751128': {'relevancy': True, 'rank': 6}, '1979810111': {'relevancy': False, 'rank': 7}, '2146664798': {'relevancy': True, 'rank': 8}, '2129089512': {'relevancy': False, 'rank': 9}}"
20,anomaly detection,"{'2096898130': {'relevancy': True, 'rank': 0}, '2161062602': {'relevancy': True, 'rank': 1}, '2175015405': {'relevancy': True, 'rank': 2}, '2121939561': {'relevancy': True, 'rank': 3}, '2226538938': {'relevancy': True, 'rank': 4}, '1994240001': {'relevancy': True, 'rank': 5}, '2037585042': {'relevancy': True, 'rank': 6}, '642640030': {'relevancy': True, 'rank': 7}, '1933782737': {'relevancy': True, 'rank': 8}, '2165395765': {'relevancy': True, 'rank': 9}}","{'2096898130': {'relevancy': True, 'rank': 0}, '2161062602': {'relevancy': True, 'rank': 1}, '2175015405': {'relevancy': True, 'rank': 2}, '2121939561': {'relevancy': True, 'rank': 3}, '2226538938': {'relevancy': True, 'rank': 4}, '1994240001': {'relevancy': True, 'rank': 5}, '2037585042': {'relevancy': True, 'rank': 6}, '642640030': {'relevancy': True, 'rank': 7}, '1933782737': {'relevancy': True, 'rank': 8}, '2165395765': {'relevancy': True, 'rank': 9}}"
21,sentiment analysis,"{'93282404': {'relevancy': True, 'rank': 0}, '219684051': {'relevancy': True, 'rank': 1}, '2336868835': {'relevancy': True, 'rank': 2}, '1992239148': {'relevancy': True, 'rank': 3}, '2105560112': {'relevancy': True, 'rank': 4}, '2157384669': {'relevancy': True, 'rank': 5}, '1982388642': {'relevancy': False, 'rank': 6}, '2171151462': {'relevancy': True, 'rank': 7}, '2145601749': {'relevancy': True, 'rank': 8}, '2124193838': {'relevancy': True, 'rank': 9}}","{'93282404': {'relevancy': True, 'rank': 0}, '219684051': {'relevancy': True, 'rank': 1}, '2336868835': {'relevancy': True, 'rank': 2}, '1992239148': {'relevancy': True, 'rank': 3}, '2105560112': {'relevancy': True, 'rank': 4}, '2157384669': {'relevancy': True, 'rank': 5}, '1982388642': {'relevancy': False, 'rank': 6}, '2171151462': {'relevancy': True, 'rank': 7}, '2145601749': {'relevancy': True, 'rank': 8}, '2124193838': {'relevancy': True, 'rank': 9}}"
22,semantic similarity,"{'2068190112': {'relevancy': True, 'rank': 0}, '2102950735': {'relevancy': True, 'rank': 1}, '499903789': {'relevancy': False, 'rank': 2}, '2243591905': {'relevancy': True, 'rank': 3}, '2019867208': {'relevancy': True, 'rank': 4}, '2084625574': {'relevancy': True, 'rank': 5}, '2124289572': {'relevancy': True, 'rank': 6}, '2121322151': {'relevancy': True, 'rank': 7}, '2129322869': {'relevancy': True, 'rank': 8}, '2133231644': {'relevancy': False, 'rank': 9}}","{'2068190112': {'relevancy': True, 'rank': 0}, '2102950735': {'relevancy': True, 'rank': 1}, '499903789': {'relevancy': False, 'rank': 2}, '2243591905': {'relevancy': True, 'rank': 3}, '2019867208': {'relevancy': True, 'rank': 4}, '2084625574': {'relevancy': True, 'rank': 5}, '2124289572': {'relevancy': True, 'rank': 6}, '2121322151': {'relevancy': True, 'rank': 7}, '2129322869': {'relevancy': True, 'rank': 8}, '2133231644': {'relevancy': False, 'rank': 9}}"
23,world wide web,"{'2154833104': {'relevancy': True, 'rank': 0}, '2339667287': {'relevancy': True, 'rank': 1}, '2261367123': {'relevancy': True, 'rank': 2}, '2577876495': {'relevancy': True, 'rank': 3}, '2167033418': {'relevancy': True, 'rank': 4}, '2308609296': {'relevancy': True, 'rank': 5}, '677858554': {'relevancy': True, 'rank': 6}, '1970098533': {'relevancy': True, 'rank': 7}, '2114878113': {'relevancy': True, 'rank': 8}, '2275925217': {'relevancy': False, 'rank': 9}}","{'2154833104': {'relevancy': True, 'rank': 0}, '2339667287': {'relevancy': True, 'rank': 1}, '2261367123': {'relevancy': True, 'rank': 2}, '2577876495': {'relevancy': True, 'rank': 3}, '2167033418': {'relevancy': True, 'rank': 4}, '2308609296': {'relevancy': True, 'rank': 5}, '677858554': {'relevancy': True, 'rank': 6}, '1970098533': {'relevancy': True, 'rank': 7}, '2114878113': {'relevancy': True, 'rank': 8}, '2275925217': {'relevancy': False, 'rank': 9}}"
24,gibbs sampling,"{'2149454608': {'relevancy': True, 'rank': 0}, '183722240': {'relevancy': True, 'rank': 1}, '2097653880': {'relevancy': True, 'rank': 2}, '539593200': {'relevancy': False, 'rank': 3}, '2347934206': {'relevancy': True, 'rank': 4}, '2056153991': {'relevancy': True, 'rank': 5}, '2437776675': {'relevancy': True, 'rank': 6}, '2131550435': {'relevancy': True, 'rank': 7}, '2635064073': {'relevancy': True, 'rank': 8}, '1976606991': {'relevancy': True, 'rank': 9}}","{'2149454608': {'relevancy': True, 'rank': 0}, '183722240': {'relevancy': True, 'rank': 1}, '2097653880': {'relevancy': True, 'rank': 2}, '539593200': {'relevancy': False, 'rank': 3}, '2347934206': {'relevancy': True, 'rank': 4}, '2056153991': {'relevancy': True, 'rank': 5}, '2437776675': {'relevancy': True, 'rank': 6}, '2131550435': {'relevancy': True, 'rank': 7}, '2635064073': {'relevancy': True, 'rank': 8}, '1976606991': {'relevancy': True, 'rank': 9}}"
25,user interface,"{'2073051687': {'relevancy': False, 'rank': 0}, '682752941': {'relevancy': True, 'rank': 1}, '2006652490': {'relevancy': True, 'rank': 2}, '2007574723': {'relevancy': True, 'rank': 3}, '1969768610': {'relevancy': True, 'rank': 4}, '2149631809': {'relevancy': True, 'rank': 5}, '1560725665': {'relevancy': True, 'rank': 6}, '2141745054': {'relevancy': False, 'rank': 7}, '2011593228': {'relevancy': False, 'rank': 8}, '1515167117': {'relevancy': False, 'rank': 9}}","{'2073051687': {'relevancy': True, 'rank': 0}, '682752941': {'relevancy': True, 'rank': 1}, '2006652490': {'relevancy': True, 'rank': 2}, '2007574723': {'relevancy': True, 'rank': 3}, '1969768610': {'relevancy': True, 'rank': 4}, '2149631809': {'relevancy': True, 'rank': 5}, '1560725665': {'relevancy': True, 'rank': 6}, '2141745054': {'relevancy': True, 'rank': 7}, '2011593228': {'relevancy': False, 'rank': 8}, '1515167117': {'relevancy': False, 'rank': 9}}"
26,belief propagation,"{'2097273326': {'relevancy': True, 'rank': 0}, '2138894044': {'relevancy': True, 'rank': 1}, '2112716162': {'relevancy': True, 'rank': 2}, '2041147275': {'relevancy': True, 'rank': 3}, '2021268131': {'relevancy': True, 'rank': 4}, '2017622874': {'relevancy': True, 'rank': 5}, '46298020': {'relevancy': True, 'rank': 6}, '2338117446': {'relevancy': True, 'rank': 7}, '8703819': {'relevancy': False, 'rank': 8}, '662435111': {'relevancy': False, 'rank': 9}}","{'2097273326': {'relevancy': True, 'rank': 0}, '2138894044': {'relevancy': True, 'rank': 1}, '2112716162': {'relevancy': True, 'rank': 2}, '2041147275': {'relevancy': True, 'rank': 3}, '2021268131': {'relevancy': True, 'rank': 4}, '2017622874': {'relevancy': True, 'rank': 5}, '46298020': {'relevancy': True, 'rank': 6}, '2338117446': {'relevancy': True, 'rank': 7}, '8703819': {'relevancy': True, 'rank': 8}, '662435111': {'relevancy': False, 'rank': 9}}"
27,interpolation,"{'2156835810': {'relevancy': True, 'rank': 0}, '2121086604': {'relevancy': False, 'rank': 1}, '669130765': {'relevancy': False, 'rank': 2}, '2156906482': {'relevancy': False, 'rank': 3}, '1977549522': {'relevancy': False, 'rank': 4}, '1937107987': {'relevancy': False, 'rank': 5}, '2234576030': {'relevancy': False, 'rank': 6}, '2049248193': {'relevancy': True, 'rank': 7}, '2143351261': {'relevancy': False, 'rank': 8}, '2162428507': {'relevancy': False, 'rank': 9}}","{'2156835810': {'relevancy': True, 'rank': 0}, '2121086604': {'relevancy': False, 'rank': 1}, '669130765': {'relevancy': False, 'rank': 2}, '2156906482': {'relevancy': False, 'rank': 3}, '1977549522': {'relevancy': False, 'rank': 4}, '1937107987': {'relevancy': False, 'rank': 5}, '2234576030': {'relevancy': False, 'rank': 6}, '2049248193': {'relevancy': True, 'rank': 7}, '2143351261': {'relevancy': True, 'rank': 8}, '2162428507': {'relevancy': False, 'rank': 9}}"
