,Query,Exact,Approximate
10,Dynamic programming,"{'2170741153': {'relevancy': False, 'rank': 0}, '294409486': {'relevancy': False, 'rank': 1}, '2167873233': {'relevancy': False, 'rank': 2}, '2169917266': {'relevancy': False, 'rank': 3}, '2062009547': {'relevancy': True, 'rank': 4}, '2293419568': {'relevancy': False, 'rank': 5}, '2071376435': {'relevancy': False, 'rank': 6}, '473205244': {'relevancy': True, 'rank': 7}, '2029382188': {'relevancy': False, 'rank': 8}, '2118814867': {'relevancy': False, 'rank': 9}}","{'2170741153': {'relevancy': False, 'rank': 0}, '294409486': {'relevancy': False, 'rank': 1}, '2167873233': {'relevancy': True, 'rank': 2}, '2169917266': {'relevancy': False, 'rank': 3}, '2062009547': {'relevancy': True, 'rank': 4}, '2293419568': {'relevancy': False, 'rank': 5}, '2071376435': {'relevancy': False, 'rank': 6}, '473205244': {'relevancy': True, 'rank': 7}, '2029382188': {'relevancy': False, 'rank': 8}, '2118814867': {'relevancy': False, 'rank': 9}}"
11,Genetic algorithm,"{'191979884': {'relevancy': False, 'rank': 0}, '46937997': {'relevancy': False, 'rank': 1}, '1983999465': {'relevancy': False, 'rank': 2}, '87749410': {'relevancy': True, 'rank': 3}, '2149806870': {'relevancy': False, 'rank': 4}, '268204184': {'relevancy': False, 'rank': 5}, '1075592465': {'relevancy': False, 'rank': 6}, '2139423477': {'relevancy': False, 'rank': 7}, '396705451': {'relevancy': False, 'rank': 8}, '108406206': {'relevancy': False, 'rank': 9}}","{'191979884': {'relevancy': False, 'rank': 0}, '46937997': {'relevancy': False, 'rank': 1}, '1983999465': {'relevancy': False, 'rank': 2}, '87749410': {'relevancy': True, 'rank': 3}, '2149806870': {'relevancy': False, 'rank': 4}, '268204184': {'relevancy': False, 'rank': 5}, '1075592465': {'relevancy': True, 'rank': 6}, '2139423477': {'relevancy': False, 'rank': 7}, '396705451': {'relevancy': False, 'rank': 8}, '108406206': {'relevancy': False, 'rank': 9}}"
12,Human-computer interaction,"{'2149631809': {'relevancy': False, 'rank': 0}, '2085767126': {'relevancy': False, 'rank': 1}, '2149572011': {'relevancy': False, 'rank': 2}, '2104878114': {'relevancy': False, 'rank': 3}, '1696837840': {'relevancy': False, 'rank': 4}, '2126667393': {'relevancy': False, 'rank': 5}, '2099360608': {'relevancy': False, 'rank': 6}, '126417355': {'relevancy': False, 'rank': 7}, '1970391018': {'relevancy': False, 'rank': 8}, '1967546095': {'relevancy': False, 'rank': 9}}","{'2149631809': {'relevancy': True, 'rank': 0}, '2085767126': {'relevancy': True, 'rank': 1}, '2149572011': {'relevancy': False, 'rank': 2}, '2104878114': {'relevancy': False, 'rank': 3}, '1696837840': {'relevancy': True, 'rank': 4}, '2126667393': {'relevancy': True, 'rank': 5}, '2099360608': {'relevancy': True, 'rank': 6}, '126417355': {'relevancy': False, 'rank': 7}, '1970391018': {'relevancy': True, 'rank': 8}, '1967546095': {'relevancy': True, 'rank': 9}}"
13,Categorial grammar,"{'2101398122': {'relevancy': True, 'rank': 0}, '2712338885': {'relevancy': False, 'rank': 1}, '2112881711': {'relevancy': True, 'rank': 2}, '2318310288': {'relevancy': False, 'rank': 3}, '1987600604': {'relevancy': False, 'rank': 4}, '1976298713': {'relevancy': False, 'rank': 5}, '2104823391': {'relevancy': False, 'rank': 6}, '473205244': {'relevancy': False, 'rank': 7}, '2223843038': {'relevancy': False, 'rank': 8}, '2148553483': {'relevancy': False, 'rank': 9}}","{'2101398122': {'relevancy': True, 'rank': 0}, '2712338885': {'relevancy': True, 'rank': 1}, '2112881711': {'relevancy': True, 'rank': 2}, '2318310288': {'relevancy': False, 'rank': 3}, '1987600604': {'relevancy': False, 'rank': 4}, '1976298713': {'relevancy': False, 'rank': 5}, '2104823391': {'relevancy': False, 'rank': 6}, '473205244': {'relevancy': False, 'rank': 7}, '2223843038': {'relevancy': False, 'rank': 8}, '2148553483': {'relevancy': False, 'rank': 9}}"
14,Semantic Web,"{'57747768': {'relevancy': True, 'rank': 0}, '1991211814': {'relevancy': True, 'rank': 1}, '2122533181': {'relevancy': False, 'rank': 2}, '1990182355': {'relevancy': False, 'rank': 3}, '278377883': {'relevancy': True, 'rank': 4}, '2255431631': {'relevancy': True, 'rank': 5}, '2372531709': {'relevancy': False, 'rank': 6}, '1955051638': {'relevancy': False, 'rank': 7}, '2197306586': {'relevancy': False, 'rank': 8}, '2038216534': {'relevancy': True, 'rank': 9}}","{'57747768': {'relevancy': True, 'rank': 0}, '1991211814': {'relevancy': True, 'rank': 1}, '2122533181': {'relevancy': True, 'rank': 2}, '1990182355': {'relevancy': False, 'rank': 3}, '278377883': {'relevancy': True, 'rank': 4}, '2255431631': {'relevancy': True, 'rank': 5}, '2372531709': {'relevancy': True, 'rank': 6}, '1955051638': {'relevancy': False, 'rank': 7}, '2197306586': {'relevancy': False, 'rank': 8}, '2038216534': {'relevancy': True, 'rank': 9}}"
15,fuzzy logic,"{'2087089058': {'relevancy': False, 'rank': 0}, '2105909224': {'relevancy': False, 'rank': 1}, '2161654796': {'relevancy': True, 'rank': 2}, '2252586558': {'relevancy': True, 'rank': 3}, '2549583979': {'relevancy': False, 'rank': 4}, '2304836142': {'relevancy': True, 'rank': 5}, '2691332723': {'relevancy': False, 'rank': 6}, '2048729876': {'relevancy': False, 'rank': 7}, '2093379894': {'relevancy': False, 'rank': 8}, '170620773': {'relevancy': True, 'rank': 9}}","{'2087089058': {'relevancy': False, 'rank': 0}, '2105909224': {'relevancy': False, 'rank': 1}, '2161654796': {'relevancy': True, 'rank': 2}, '2252586558': {'relevancy': True, 'rank': 3}, '2549583979': {'relevancy': False, 'rank': 4}, '2304836142': {'relevancy': True, 'rank': 5}, '2691332723': {'relevancy': False, 'rank': 6}, '2048729876': {'relevancy': False, 'rank': 7}, '2093379894': {'relevancy': True, 'rank': 8}, '170620773': {'relevancy': True, 'rank': 9}}"
16,image restoration,"{'2096891736': {'relevancy': True, 'rank': 0}, '1967898767': {'relevancy': True, 'rank': 1}, '825683998': {'relevancy': True, 'rank': 2}, '2469405535': {'relevancy': True, 'rank': 3}, '2108835369': {'relevancy': True, 'rank': 4}, '2138495596': {'relevancy': True, 'rank': 5}, '2095616704': {'relevancy': True, 'rank': 6}, '2088536091': {'relevancy': False, 'rank': 7}, '735359232': {'relevancy': True, 'rank': 8}, '2128135146': {'relevancy': True, 'rank': 9}}","{'2096891736': {'relevancy': True, 'rank': 0}, '1967898767': {'relevancy': True, 'rank': 1}, '825683998': {'relevancy': True, 'rank': 2}, '2469405535': {'relevancy': True, 'rank': 3}, '2108835369': {'relevancy': True, 'rank': 4}, '2138495596': {'relevancy': True, 'rank': 5}, '2095616704': {'relevancy': True, 'rank': 6}, '2088536091': {'relevancy': True, 'rank': 7}, '735359232': {'relevancy': True, 'rank': 8}, '2128135146': {'relevancy': True, 'rank': 9}}"
17,generative model,"{'2131293038': {'relevancy': False, 'rank': 0}, '35238961': {'relevancy': False, 'rank': 1}, '2140588986': {'relevancy': False, 'rank': 2}, '2309231393': {'relevancy': False, 'rank': 3}, '2721445647': {'relevancy': False, 'rank': 4}, '2153697600': {'relevancy': False, 'rank': 5}, '2140051935': {'relevancy': False, 'rank': 6}, '1534604502': {'relevancy': False, 'rank': 7}, '1969582158': {'relevancy': False, 'rank': 8}, '2338117446': {'relevancy': False, 'rank': 9}}","{'2131293038': {'relevancy': False, 'rank': 0}, '35238961': {'relevancy': False, 'rank': 1}, '2140588986': {'relevancy': False, 'rank': 2}, '2309231393': {'relevancy': False, 'rank': 3}, '2721445647': {'relevancy': False, 'rank': 4}, '2153697600': {'relevancy': False, 'rank': 5}, '2140051935': {'relevancy': False, 'rank': 6}, '1534604502': {'relevancy': False, 'rank': 7}, '1969582158': {'relevancy': False, 'rank': 8}, '2338117446': {'relevancy': False, 'rank': 9}}"
18,search algorithm,"{'1909000858': {'relevancy': True, 'rank': 0}, '1204061966': {'relevancy': True, 'rank': 1}, '2001450558': {'relevancy': False, 'rank': 2}, '46937997': {'relevancy': False, 'rank': 3}, '2169870067': {'relevancy': False, 'rank': 4}, '2132508209': {'relevancy': False, 'rank': 5}, '416744812': {'relevancy': False, 'rank': 6}, '60375861': {'relevancy': False, 'rank': 7}, '2099571765': {'relevancy': False, 'rank': 8}, '2462785460': {'relevancy': False, 'rank': 9}}","{'1909000858': {'relevancy': True, 'rank': 0}, '1204061966': {'relevancy': True, 'rank': 1}, '2001450558': {'relevancy': False, 'rank': 2}, '46937997': {'relevancy': False, 'rank': 3}, '2169870067': {'relevancy': False, 'rank': 4}, '2132508209': {'relevancy': False, 'rank': 5}, '416744812': {'relevancy': False, 'rank': 6}, '60375861': {'relevancy': False, 'rank': 7}, '2099571765': {'relevancy': True, 'rank': 8}, '2462785460': {'relevancy': False, 'rank': 9}}"
19,sample size determination,"{'1811258128': {'relevancy': True, 'rank': 0}, '2042100715': {'relevancy': True, 'rank': 1}, '2098655811': {'relevancy': False, 'rank': 2}, '2127597606': {'relevancy': True, 'rank': 3}, '2252142780': {'relevancy': True, 'rank': 4}, '2043433474': {'relevancy': True, 'rank': 5}, '2139093703': {'relevancy': True, 'rank': 6}, '2309231393': {'relevancy': True, 'rank': 7}, '1959697873': {'relevancy': True, 'rank': 8}, '2097030689': {'relevancy': True, 'rank': 9}}","{'1811258128': {'relevancy': True, 'rank': 0}, '2042100715': {'relevancy': True, 'rank': 1}, '2098655811': {'relevancy': False, 'rank': 2}, '2127597606': {'relevancy': True, 'rank': 3}, '2252142780': {'relevancy': True, 'rank': 4}, '2043433474': {'relevancy': True, 'rank': 5}, '2139093703': {'relevancy': True, 'rank': 6}, '2309231393': {'relevancy': True, 'rank': 7}, '1959697873': {'relevancy': True, 'rank': 8}, '2097030689': {'relevancy': True, 'rank': 9}}"
20,anomaly detection,"{'91397146': {'relevancy': True, 'rank': 0}, '2170629902': {'relevancy': True, 'rank': 1}, '642640030': {'relevancy': True, 'rank': 2}, '2115305989': {'relevancy': True, 'rank': 3}, '2113115369': {'relevancy': True, 'rank': 4}, '2198983026': {'relevancy': True, 'rank': 5}, '2096898130': {'relevancy': True, 'rank': 6}, '2161062602': {'relevancy': True, 'rank': 7}, '2049405419': {'relevancy': False, 'rank': 8}, '687488280': {'relevancy': False, 'rank': 9}}","{'91397146': {'relevancy': True, 'rank': 0}, '2170629902': {'relevancy': True, 'rank': 1}, '642640030': {'relevancy': True, 'rank': 2}, '2115305989': {'relevancy': True, 'rank': 3}, '2113115369': {'relevancy': True, 'rank': 4}, '2198983026': {'relevancy': True, 'rank': 5}, '2096898130': {'relevancy': True, 'rank': 6}, '2161062602': {'relevancy': True, 'rank': 7}, '2049405419': {'relevancy': False, 'rank': 8}, '687488280': {'relevancy': True, 'rank': 9}}"
21,sentiment analysis,"{'2078106182': {'relevancy': True, 'rank': 0}, '93282404': {'relevancy': True, 'rank': 1}, '219684051': {'relevancy': True, 'rank': 2}, '2118264585': {'relevancy': True, 'rank': 3}, '2152766206': {'relevancy': True, 'rank': 4}, '2248192384': {'relevancy': True, 'rank': 5}, '1997665198': {'relevancy': False, 'rank': 6}, '2406483015': {'relevancy': True, 'rank': 7}, '2402923376': {'relevancy': True, 'rank': 8}, '2167583433': {'relevancy': False, 'rank': 9}}","{'2078106182': {'relevancy': True, 'rank': 0}, '93282404': {'relevancy': True, 'rank': 1}, '219684051': {'relevancy': True, 'rank': 2}, '2118264585': {'relevancy': True, 'rank': 3}, '2152766206': {'relevancy': True, 'rank': 4}, '2248192384': {'relevancy': True, 'rank': 5}, '1997665198': {'relevancy': False, 'rank': 6}, '2406483015': {'relevancy': True, 'rank': 7}, '2402923376': {'relevancy': True, 'rank': 8}, '2167583433': {'relevancy': False, 'rank': 9}}"
22,semantic similarity,"{'2120321692': {'relevancy': True, 'rank': 0}, '2084625574': {'relevancy': True, 'rank': 1}, '499903789': {'relevancy': False, 'rank': 2}, '2110895491': {'relevancy': True, 'rank': 3}, '2122820242': {'relevancy': True, 'rank': 4}, '2121322151': {'relevancy': True, 'rank': 5}, '2068190112': {'relevancy': True, 'rank': 6}, '156417696': {'relevancy': True, 'rank': 7}, '2215287472': {'relevancy': True, 'rank': 8}, '852303700': {'relevancy': True, 'rank': 9}}","{'2120321692': {'relevancy': True, 'rank': 0}, '2084625574': {'relevancy': True, 'rank': 1}, '499903789': {'relevancy': False, 'rank': 2}, '2110895491': {'relevancy': True, 'rank': 3}, '2122820242': {'relevancy': True, 'rank': 4}, '2121322151': {'relevancy': True, 'rank': 5}, '2068190112': {'relevancy': True, 'rank': 6}, '156417696': {'relevancy': True, 'rank': 7}, '2215287472': {'relevancy': True, 'rank': 8}, '852303700': {'relevancy': True, 'rank': 9}}"
23,world wide web,"{'2103349674': {'relevancy': True, 'rank': 0}, '2133226413': {'relevancy': False, 'rank': 1}, '237419955': {'relevancy': True, 'rank': 2}, '2013056967': {'relevancy': True, 'rank': 3}, '2052648321': {'relevancy': True, 'rank': 4}, '2159809079': {'relevancy': True, 'rank': 5}, '2099091510': {'relevancy': True, 'rank': 6}, '298611937': {'relevancy': True, 'rank': 7}, '1160385735': {'relevancy': False, 'rank': 8}, '668764113': {'relevancy': True, 'rank': 9}}","{'2103349674': {'relevancy': True, 'rank': 0}, '2133226413': {'relevancy': False, 'rank': 1}, '237419955': {'relevancy': True, 'rank': 2}, '2013056967': {'relevancy': True, 'rank': 3}, '2052648321': {'relevancy': True, 'rank': 4}, '2159809079': {'relevancy': True, 'rank': 5}, '2099091510': {'relevancy': True, 'rank': 6}, '298611937': {'relevancy': True, 'rank': 7}, '1160385735': {'relevancy': False, 'rank': 8}, '668764113': {'relevancy': True, 'rank': 9}}"
24,gibbs sampling,"{'2097653880': {'relevancy': True, 'rank': 0}, '539593200': {'relevancy': False, 'rank': 1}, '2437776675': {'relevancy': True, 'rank': 2}, '2347934206': {'relevancy': True, 'rank': 3}, '2149454608': {'relevancy': True, 'rank': 4}, '1976606991': {'relevancy': True, 'rank': 5}, '2617245170': {'relevancy': True, 'rank': 6}, '183722240': {'relevancy': True, 'rank': 7}, '2165466637': {'relevancy': True, 'rank': 8}, '2056153991': {'relevancy': True, 'rank': 9}}","{'2097653880': {'relevancy': True, 'rank': 0}, '539593200': {'relevancy': False, 'rank': 1}, '2437776675': {'relevancy': True, 'rank': 2}, '2347934206': {'relevancy': True, 'rank': 3}, '2149454608': {'relevancy': True, 'rank': 4}, '1976606991': {'relevancy': True, 'rank': 5}, '2617245170': {'relevancy': True, 'rank': 6}, '183722240': {'relevancy': True, 'rank': 7}, '2165466637': {'relevancy': True, 'rank': 8}, '2056153991': {'relevancy': True, 'rank': 9}}"
25,user interface,"{'1844378188': {'relevancy': True, 'rank': 0}, '2016120356': {'relevancy': True, 'rank': 1}, '2149631809': {'relevancy': True, 'rank': 2}, '1970391018': {'relevancy': True, 'rank': 3}, '2110306966': {'relevancy': False, 'rank': 4}, '2073051687': {'relevancy': False, 'rank': 5}, '1973965668': {'relevancy': True, 'rank': 6}, '2007574723': {'relevancy': True, 'rank': 7}, '2318310288': {'relevancy': True, 'rank': 8}, '2085767126': {'relevancy': True, 'rank': 9}}","{'1844378188': {'relevancy': True, 'rank': 0}, '2016120356': {'relevancy': True, 'rank': 1}, '2149631809': {'relevancy': True, 'rank': 2}, '1970391018': {'relevancy': True, 'rank': 3}, '2110306966': {'relevancy': False, 'rank': 4}, '2073051687': {'relevancy': True, 'rank': 5}, '1973965668': {'relevancy': True, 'rank': 6}, '2007574723': {'relevancy': True, 'rank': 7}, '2318310288': {'relevancy': True, 'rank': 8}, '2085767126': {'relevancy': True, 'rank': 9}}"
26,belief propagation,"{'2097273326': {'relevancy': True, 'rank': 0}, '1985963267': {'relevancy': True, 'rank': 1}, '2112824674': {'relevancy': True, 'rank': 2}, '617670330': {'relevancy': True, 'rank': 3}, '172536002': {'relevancy': True, 'rank': 4}, '2113868374': {'relevancy': True, 'rank': 5}, '2198869620': {'relevancy': False, 'rank': 6}, '1730845790': {'relevancy': False, 'rank': 7}, '2250626406': {'relevancy': False, 'rank': 8}, '2112716162': {'relevancy': True, 'rank': 9}}","{'2097273326': {'relevancy': True, 'rank': 0}, '1985963267': {'relevancy': True, 'rank': 1}, '2112824674': {'relevancy': True, 'rank': 2}, '617670330': {'relevancy': True, 'rank': 3}, '172536002': {'relevancy': True, 'rank': 4}, '2113868374': {'relevancy': True, 'rank': 5}, '2198869620': {'relevancy': True, 'rank': 6}, '1730845790': {'relevancy': True, 'rank': 7}, '2250626406': {'relevancy': False, 'rank': 8}, '2112716162': {'relevancy': True, 'rank': 9}}"
27,interpolation,"{'2482715602': {'relevancy': False, 'rank': 0}, '234870102': {'relevancy': False, 'rank': 1}, '2149153931': {'relevancy': False, 'rank': 2}, '2169012919': {'relevancy': False, 'rank': 3}, '2163909284': {'relevancy': False, 'rank': 4}, '1919135125': {'relevancy': False, 'rank': 5}, '27715023': {'relevancy': False, 'rank': 6}, '2022643378': {'relevancy': False, 'rank': 7}, '1983726549': {'relevancy': False, 'rank': 8}, '2150813751': {'relevancy': True, 'rank': 9}}","{'2482715602': {'relevancy': False, 'rank': 0}, '234870102': {'relevancy': False, 'rank': 1}, '2149153931': {'relevancy': False, 'rank': 2}, '2169012919': {'relevancy': False, 'rank': 3}, '2163909284': {'relevancy': False, 'rank': 4}, '1919135125': {'relevancy': False, 'rank': 5}, '27715023': {'relevancy': False, 'rank': 6}, '2022643378': {'relevancy': False, 'rank': 7}, '1983726549': {'relevancy': False, 'rank': 8}, '2150813751': {'relevancy': True, 'rank': 9}}"
