,Query,Exact,Approximate
10,Dynamic programming,"{'80220757': {'relevancy': True, 'rank': 0}, '2107142044': {'relevancy': True, 'rank': 1}, '2302225927': {'relevancy': True, 'rank': 2}, '1980551179': {'relevancy': True, 'rank': 3}, '2097765390': {'relevancy': True, 'rank': 4}, '2027911405': {'relevancy': False, 'rank': 5}, '2032668272': {'relevancy': False, 'rank': 6}, '2008730852': {'relevancy': False, 'rank': 7}, '2102101654': {'relevancy': True, 'rank': 8}, '2669591595': {'relevancy': True, 'rank': 9}}","{'80220757': {'relevancy': True, 'rank': 0}, '2107142044': {'relevancy': True, 'rank': 1}, '2302225927': {'relevancy': True, 'rank': 2}, '1980551179': {'relevancy': True, 'rank': 3}, '2097765390': {'relevancy': True, 'rank': 4}, '2027911405': {'relevancy': False, 'rank': 5}, '2032668272': {'relevancy': False, 'rank': 6}, '2008730852': {'relevancy': False, 'rank': 7}, '2102101654': {'relevancy': True, 'rank': 8}, '2669591595': {'relevancy': True, 'rank': 9}}"
11,Genetic algorithm,"{'2141641810': {'relevancy': True, 'rank': 0}, '2134176519': {'relevancy': False, 'rank': 1}, '2165121431': {'relevancy': False, 'rank': 2}, '2159603389': {'relevancy': True, 'rank': 3}, '2160125451': {'relevancy': True, 'rank': 4}, '2165323197': {'relevancy': False, 'rank': 5}, '2102678951': {'relevancy': True, 'rank': 6}, '2157343420': {'relevancy': False, 'rank': 7}, '2158416523': {'relevancy': False, 'rank': 8}, '1979713447': {'relevancy': True, 'rank': 9}}","{'2141641810': {'relevancy': True, 'rank': 0}, '2134176519': {'relevancy': False, 'rank': 1}, '2165121431': {'relevancy': False, 'rank': 2}, '2159603389': {'relevancy': True, 'rank': 3}, '2160125451': {'relevancy': True, 'rank': 4}, '2165323197': {'relevancy': False, 'rank': 5}, '2102678951': {'relevancy': True, 'rank': 6}, '2157343420': {'relevancy': False, 'rank': 7}, '2158416523': {'relevancy': False, 'rank': 8}, '1979713447': {'relevancy': True, 'rank': 9}}"
12,Human-computer interaction,"{'2149631809': {'relevancy': False, 'rank': 0}, '2085767126': {'relevancy': False, 'rank': 1}, '1844378188': {'relevancy': False, 'rank': 2}, '1970391018': {'relevancy': False, 'rank': 3}, '1973965668': {'relevancy': False, 'rank': 4}, '91712042': {'relevancy': False, 'rank': 5}, '126417355': {'relevancy': False, 'rank': 6}, '66820806': {'relevancy': False, 'rank': 7}, '1969768610': {'relevancy': False, 'rank': 8}, '1967546095': {'relevancy': False, 'rank': 9}}","{'2149631809': {'relevancy': True, 'rank': 0}, '2085767126': {'relevancy': True, 'rank': 1}, '1844378188': {'relevancy': True, 'rank': 2}, '1970391018': {'relevancy': True, 'rank': 3}, '1973965668': {'relevancy': True, 'rank': 4}, '91712042': {'relevancy': True, 'rank': 5}, '126417355': {'relevancy': False, 'rank': 6}, '66820806': {'relevancy': True, 'rank': 7}, '1969768610': {'relevancy': True, 'rank': 8}, '1967546095': {'relevancy': True, 'rank': 9}}"
13,Categorial grammar,"{'2101398122': {'relevancy': True, 'rank': 0}, '1976481638': {'relevancy': False, 'rank': 1}, '2043808685': {'relevancy': True, 'rank': 2}, '189016263': {'relevancy': True, 'rank': 3}, '2009875638': {'relevancy': False, 'rank': 4}, '2700688118': {'relevancy': False, 'rank': 5}, '2603087734': {'relevancy': True, 'rank': 6}, '2112881711': {'relevancy': True, 'rank': 7}, '2161989416': {'relevancy': False, 'rank': 8}, '2352736731': {'relevancy': False, 'rank': 9}}","{'2101398122': {'relevancy': True, 'rank': 0}, '1976481638': {'relevancy': False, 'rank': 1}, '2043808685': {'relevancy': True, 'rank': 2}, '189016263': {'relevancy': True, 'rank': 3}, '2009875638': {'relevancy': False, 'rank': 4}, '2700688118': {'relevancy': False, 'rank': 5}, '2603087734': {'relevancy': True, 'rank': 6}, '2112881711': {'relevancy': True, 'rank': 7}, '2161989416': {'relevancy': False, 'rank': 8}, '2352736731': {'relevancy': False, 'rank': 9}}"
14,Semantic Web,"{'297530023': {'relevancy': True, 'rank': 0}, '420267153': {'relevancy': True, 'rank': 1}, '2303458062': {'relevancy': True, 'rank': 2}, '2167869104': {'relevancy': True, 'rank': 3}, '2047359151': {'relevancy': True, 'rank': 4}, '2308609296': {'relevancy': True, 'rank': 5}, '2295682018': {'relevancy': True, 'rank': 6}, '2110296209': {'relevancy': True, 'rank': 7}, '2195478976': {'relevancy': True, 'rank': 8}, '2275925217': {'relevancy': False, 'rank': 9}}","{'297530023': {'relevancy': True, 'rank': 0}, '420267153': {'relevancy': True, 'rank': 1}, '2303458062': {'relevancy': True, 'rank': 2}, '2167869104': {'relevancy': True, 'rank': 3}, '2047359151': {'relevancy': True, 'rank': 4}, '2308609296': {'relevancy': True, 'rank': 5}, '2295682018': {'relevancy': True, 'rank': 6}, '2110296209': {'relevancy': True, 'rank': 7}, '2195478976': {'relevancy': True, 'rank': 8}, '2275925217': {'relevancy': False, 'rank': 9}}"
15,fuzzy logic,"{'2252586558': {'relevancy': True, 'rank': 0}, '2140840629': {'relevancy': True, 'rank': 1}, '1890214606': {'relevancy': False, 'rank': 2}, '1842893076': {'relevancy': True, 'rank': 3}, '2300659125': {'relevancy': True, 'rank': 4}, '341143154': {'relevancy': True, 'rank': 5}, '2064025366': {'relevancy': False, 'rank': 6}, '243346321': {'relevancy': True, 'rank': 7}, '277057557': {'relevancy': True, 'rank': 8}, '2148301797': {'relevancy': True, 'rank': 9}}","{'2252586558': {'relevancy': True, 'rank': 0}, '2140840629': {'relevancy': True, 'rank': 1}, '1890214606': {'relevancy': False, 'rank': 2}, '1842893076': {'relevancy': True, 'rank': 3}, '2300659125': {'relevancy': True, 'rank': 4}, '341143154': {'relevancy': True, 'rank': 5}, '2064025366': {'relevancy': False, 'rank': 6}, '243346321': {'relevancy': True, 'rank': 7}, '277057557': {'relevancy': True, 'rank': 8}, '2148301797': {'relevancy': True, 'rank': 9}}"
16,image restoration,"{'2469405535': {'relevancy': True, 'rank': 0}, '1967898767': {'relevancy': True, 'rank': 1}, '825683998': {'relevancy': True, 'rank': 2}, '2108835369': {'relevancy': True, 'rank': 3}, '2299711617': {'relevancy': True, 'rank': 4}, '2594426199': {'relevancy': True, 'rank': 5}, '310679509': {'relevancy': True, 'rank': 6}, '2164780248': {'relevancy': True, 'rank': 7}, '2088536091': {'relevancy': False, 'rank': 8}, '2012722627': {'relevancy': False, 'rank': 9}}","{'2469405535': {'relevancy': True, 'rank': 0}, '1967898767': {'relevancy': True, 'rank': 1}, '825683998': {'relevancy': True, 'rank': 2}, '2108835369': {'relevancy': True, 'rank': 3}, '2299711617': {'relevancy': True, 'rank': 4}, '2594426199': {'relevancy': True, 'rank': 5}, '310679509': {'relevancy': True, 'rank': 6}, '2164780248': {'relevancy': True, 'rank': 7}, '2088536091': {'relevancy': True, 'rank': 8}, '2012722627': {'relevancy': False, 'rank': 9}}"
17,generative model,"{'2021640924': {'relevancy': False, 'rank': 0}, '2169925262': {'relevancy': False, 'rank': 1}, '2116981583': {'relevancy': False, 'rank': 2}, '2289542319': {'relevancy': False, 'rank': 3}, '1982493283': {'relevancy': False, 'rank': 4}, '1822555116': {'relevancy': False, 'rank': 5}, '2119757655': {'relevancy': False, 'rank': 6}, '2118264585': {'relevancy': False, 'rank': 7}, '2120321692': {'relevancy': False, 'rank': 8}, '1802900831': {'relevancy': False, 'rank': 9}}","{'2021640924': {'relevancy': False, 'rank': 0}, '2169925262': {'relevancy': False, 'rank': 1}, '2116981583': {'relevancy': False, 'rank': 2}, '2289542319': {'relevancy': False, 'rank': 3}, '1982493283': {'relevancy': False, 'rank': 4}, '1822555116': {'relevancy': False, 'rank': 5}, '2119757655': {'relevancy': False, 'rank': 6}, '2118264585': {'relevancy': False, 'rank': 7}, '2120321692': {'relevancy': False, 'rank': 8}, '1802900831': {'relevancy': False, 'rank': 9}}"
18,search algorithm,"{'1983999465': {'relevancy': False, 'rank': 0}, '46937997': {'relevancy': False, 'rank': 1}, '268204184': {'relevancy': True, 'rank': 2}, '1075592465': {'relevancy': False, 'rank': 3}, '2123190830': {'relevancy': False, 'rank': 4}, '87749410': {'relevancy': True, 'rank': 5}, '2149806870': {'relevancy': True, 'rank': 6}, '2637163715': {'relevancy': True, 'rank': 7}, '1804802447': {'relevancy': True, 'rank': 8}, '2107589688': {'relevancy': False, 'rank': 9}}","{'1983999465': {'relevancy': False, 'rank': 0}, '46937997': {'relevancy': False, 'rank': 1}, '268204184': {'relevancy': True, 'rank': 2}, '1075592465': {'relevancy': True, 'rank': 3}, '2123190830': {'relevancy': False, 'rank': 4}, '87749410': {'relevancy': True, 'rank': 5}, '2149806870': {'relevancy': True, 'rank': 6}, '2637163715': {'relevancy': True, 'rank': 7}, '1804802447': {'relevancy': True, 'rank': 8}, '2107589688': {'relevancy': True, 'rank': 9}}"
19,sample size determination,"{'1811258128': {'relevancy': True, 'rank': 0}, '2042100715': {'relevancy': True, 'rank': 1}, '2098655811': {'relevancy': False, 'rank': 2}, '2127597606': {'relevancy': True, 'rank': 3}, '2252142780': {'relevancy': True, 'rank': 4}, '1925586815': {'relevancy': True, 'rank': 5}, '2115636254': {'relevancy': False, 'rank': 6}, '2619563818': {'relevancy': True, 'rank': 7}, '2285085555': {'relevancy': False, 'rank': 8}, '270055802': {'relevancy': True, 'rank': 9}}","{'1811258128': {'relevancy': True, 'rank': 0}, '2042100715': {'relevancy': True, 'rank': 1}, '2098655811': {'relevancy': False, 'rank': 2}, '2127597606': {'relevancy': True, 'rank': 3}, '2252142780': {'relevancy': True, 'rank': 4}, '1925586815': {'relevancy': True, 'rank': 5}, '2115636254': {'relevancy': False, 'rank': 6}, '2619563818': {'relevancy': True, 'rank': 7}, '2285085555': {'relevancy': False, 'rank': 8}, '270055802': {'relevancy': True, 'rank': 9}}"
20,anomaly detection,"{'2096898130': {'relevancy': True, 'rank': 0}, '2161062602': {'relevancy': True, 'rank': 1}, '1994240001': {'relevancy': True, 'rank': 2}, '2037585042': {'relevancy': True, 'rank': 3}, '642640030': {'relevancy': True, 'rank': 4}, '1933782737': {'relevancy': True, 'rank': 5}, '2165395765': {'relevancy': True, 'rank': 6}, '2133983782': {'relevancy': True, 'rank': 7}, '2226538938': {'relevancy': True, 'rank': 8}, '2113857198': {'relevancy': True, 'rank': 9}}","{'2096898130': {'relevancy': True, 'rank': 0}, '2161062602': {'relevancy': True, 'rank': 1}, '1994240001': {'relevancy': True, 'rank': 2}, '2037585042': {'relevancy': True, 'rank': 3}, '642640030': {'relevancy': True, 'rank': 4}, '1933782737': {'relevancy': True, 'rank': 5}, '2165395765': {'relevancy': True, 'rank': 6}, '2133983782': {'relevancy': True, 'rank': 7}, '2226538938': {'relevancy': True, 'rank': 8}, '2113857198': {'relevancy': True, 'rank': 9}}"
21,sentiment analysis,"{'2244698799': {'relevancy': True, 'rank': 0}, '1992239148': {'relevancy': True, 'rank': 1}, '40084183': {'relevancy': True, 'rank': 2}, '2105560112': {'relevancy': True, 'rank': 3}, '2116749196': {'relevancy': True, 'rank': 4}, '2343600773': {'relevancy': True, 'rank': 5}, '2055927854': {'relevancy': True, 'rank': 6}, '93282404': {'relevancy': True, 'rank': 7}, '2124193838': {'relevancy': True, 'rank': 8}, '1967266261': {'relevancy': True, 'rank': 9}}","{'2244698799': {'relevancy': True, 'rank': 0}, '1992239148': {'relevancy': True, 'rank': 1}, '40084183': {'relevancy': True, 'rank': 2}, '2105560112': {'relevancy': True, 'rank': 3}, '2116749196': {'relevancy': True, 'rank': 4}, '2343600773': {'relevancy': True, 'rank': 5}, '2055927854': {'relevancy': True, 'rank': 6}, '93282404': {'relevancy': True, 'rank': 7}, '2124193838': {'relevancy': True, 'rank': 8}, '1967266261': {'relevancy': True, 'rank': 9}}"
22,semantic similarity,"{'2120321692': {'relevancy': True, 'rank': 0}, '2110895491': {'relevancy': True, 'rank': 1}, '164943294': {'relevancy': True, 'rank': 2}, '2084625574': {'relevancy': True, 'rank': 3}, '156417696': {'relevancy': True, 'rank': 4}, '2215287472': {'relevancy': True, 'rank': 5}, '2124289572': {'relevancy': True, 'rank': 6}, '1956093140': {'relevancy': True, 'rank': 7}, '2129322869': {'relevancy': True, 'rank': 8}, '2133231644': {'relevancy': False, 'rank': 9}}","{'2120321692': {'relevancy': True, 'rank': 0}, '2110895491': {'relevancy': True, 'rank': 1}, '164943294': {'relevancy': True, 'rank': 2}, '2084625574': {'relevancy': True, 'rank': 3}, '156417696': {'relevancy': True, 'rank': 4}, '2215287472': {'relevancy': True, 'rank': 5}, '2124289572': {'relevancy': True, 'rank': 6}, '1956093140': {'relevancy': True, 'rank': 7}, '2129322869': {'relevancy': True, 'rank': 8}, '2133231644': {'relevancy': False, 'rank': 9}}"
23,world wide web,"{'237419955': {'relevancy': True, 'rank': 0}, '2308609296': {'relevancy': True, 'rank': 1}, '2345687710': {'relevancy': True, 'rank': 2}, '2114878113': {'relevancy': True, 'rank': 3}, '2182667553': {'relevancy': True, 'rank': 4}, '676500258': {'relevancy': True, 'rank': 5}, '1982462162': {'relevancy': True, 'rank': 6}, '2154833104': {'relevancy': True, 'rank': 7}, '2339667287': {'relevancy': True, 'rank': 8}, '2275925217': {'relevancy': False, 'rank': 9}}","{'237419955': {'relevancy': True, 'rank': 0}, '2308609296': {'relevancy': True, 'rank': 1}, '2345687710': {'relevancy': True, 'rank': 2}, '2114878113': {'relevancy': True, 'rank': 3}, '2182667553': {'relevancy': True, 'rank': 4}, '676500258': {'relevancy': True, 'rank': 5}, '1982462162': {'relevancy': True, 'rank': 6}, '2154833104': {'relevancy': True, 'rank': 7}, '2339667287': {'relevancy': True, 'rank': 8}, '2275925217': {'relevancy': False, 'rank': 9}}"
24,gibbs sampling,"{'2149454608': {'relevancy': True, 'rank': 0}, '2056153991': {'relevancy': True, 'rank': 1}, '183722240': {'relevancy': True, 'rank': 2}, '2131550435': {'relevancy': True, 'rank': 3}, '2347934206': {'relevancy': True, 'rank': 4}, '2435751034': {'relevancy': True, 'rank': 5}, '2635064073': {'relevancy': True, 'rank': 6}, '1793903343': {'relevancy': True, 'rank': 7}, '2275403261': {'relevancy': False, 'rank': 8}, '1811258128': {'relevancy': False, 'rank': 9}}","{'2149454608': {'relevancy': True, 'rank': 0}, '2056153991': {'relevancy': True, 'rank': 1}, '183722240': {'relevancy': True, 'rank': 2}, '2131550435': {'relevancy': True, 'rank': 3}, '2347934206': {'relevancy': True, 'rank': 4}, '2435751034': {'relevancy': True, 'rank': 5}, '2635064073': {'relevancy': True, 'rank': 6}, '1793903343': {'relevancy': True, 'rank': 7}, '2275403261': {'relevancy': False, 'rank': 8}, '1811258128': {'relevancy': False, 'rank': 9}}"
25,user interface,"{'668764113': {'relevancy': True, 'rank': 0}, '2073051687': {'relevancy': False, 'rank': 1}, '2166623132': {'relevancy': False, 'rank': 2}, '682752941': {'relevancy': True, 'rank': 3}, '624549756': {'relevancy': True, 'rank': 4}, '614907589': {'relevancy': True, 'rank': 5}, '1970391018': {'relevancy': True, 'rank': 6}, '2248544301': {'relevancy': False, 'rank': 7}, '17252502': {'relevancy': False, 'rank': 8}, '2023149768': {'relevancy': True, 'rank': 9}}","{'668764113': {'relevancy': True, 'rank': 0}, '2073051687': {'relevancy': True, 'rank': 1}, '2166623132': {'relevancy': False, 'rank': 2}, '682752941': {'relevancy': True, 'rank': 3}, '624549756': {'relevancy': True, 'rank': 4}, '614907589': {'relevancy': True, 'rank': 5}, '1970391018': {'relevancy': True, 'rank': 6}, '2248544301': {'relevancy': False, 'rank': 7}, '17252502': {'relevancy': False, 'rank': 8}, '2023149768': {'relevancy': True, 'rank': 9}}"
26,belief propagation,"{'2138894044': {'relevancy': True, 'rank': 0}, '716715026': {'relevancy': False, 'rank': 1}, '2097273326': {'relevancy': True, 'rank': 2}, '2112716162': {'relevancy': True, 'rank': 3}, '2266727531': {'relevancy': False, 'rank': 4}, '2079978182': {'relevancy': True, 'rank': 5}, '2041147275': {'relevancy': True, 'rank': 6}, '46298020': {'relevancy': True, 'rank': 7}, '2169127675': {'relevancy': False, 'rank': 8}, '8703819': {'relevancy': False, 'rank': 9}}","{'2138894044': {'relevancy': True, 'rank': 0}, '716715026': {'relevancy': True, 'rank': 1}, '2097273326': {'relevancy': True, 'rank': 2}, '2112716162': {'relevancy': True, 'rank': 3}, '2266727531': {'relevancy': True, 'rank': 4}, '2079978182': {'relevancy': True, 'rank': 5}, '2041147275': {'relevancy': True, 'rank': 6}, '46298020': {'relevancy': True, 'rank': 7}, '2169127675': {'relevancy': False, 'rank': 8}, '8703819': {'relevancy': True, 'rank': 9}}"
27,interpolation,"{'669130765': {'relevancy': False, 'rank': 0}, '2156906482': {'relevancy': False, 'rank': 1}, '122224463': {'relevancy': True, 'rank': 2}, '2098073579': {'relevancy': False, 'rank': 3}, '2167218018': {'relevancy': False, 'rank': 4}, '2139508905': {'relevancy': False, 'rank': 5}, '2073631992': {'relevancy': False, 'rank': 6}, '2112798504': {'relevancy': False, 'rank': 7}, '2651117084': {'relevancy': False, 'rank': 8}, '2034009146': {'relevancy': False, 'rank': 9}}","{'669130765': {'relevancy': False, 'rank': 0}, '2156906482': {'relevancy': False, 'rank': 1}, '122224463': {'relevancy': True, 'rank': 2}, '2098073579': {'relevancy': False, 'rank': 3}, '2167218018': {'relevancy': False, 'rank': 4}, '2139508905': {'relevancy': False, 'rank': 5}, '2073631992': {'relevancy': False, 'rank': 6}, '2112798504': {'relevancy': False, 'rank': 7}, '2651117084': {'relevancy': False, 'rank': 8}, '2034009146': {'relevancy': False, 'rank': 9}}"
