,Query,Exact,Approximate
10,Dynamic programming,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': True, 'rank': 3}, 2052065285: {'relevancy': True, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
11,Genetic algorithm,"{2425948989: {'relevancy': False, 'rank': 0}, 2096364092: {'relevancy': True, 'rank': 1}, 2121939561: {'relevancy': True, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2297453548: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': False, 'rank': 9}}","{2425948989: {'relevancy': False, 'rank': 0}, 2096364092: {'relevancy': True, 'rank': 1}, 2121939561: {'relevancy': True, 'rank': 2}, 2065219374: {'relevancy': True, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2297453548: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}"
12,Human-computer interaction,"{1844378188: {'relevancy': False, 'rank': 0}, 2149631809: {'relevancy': False, 'rank': 1}, 2159627439: {'relevancy': False, 'rank': 2}, 729227638: {'relevancy': False, 'rank': 3}, 2122351653: {'relevancy': False, 'rank': 4}, 2122391114: {'relevancy': False, 'rank': 5}, 2225733586: {'relevancy': False, 'rank': 6}, 620732773: {'relevancy': False, 'rank': 7}, 2162010601: {'relevancy': False, 'rank': 8}, 2121939561: {'relevancy': False, 'rank': 9}}","{1844378188: {'relevancy': True, 'rank': 0}, 2149631809: {'relevancy': True, 'rank': 1}, 2159627439: {'relevancy': True, 'rank': 2}, 729227638: {'relevancy': False, 'rank': 3}, 2122351653: {'relevancy': False, 'rank': 4}, 2122391114: {'relevancy': True, 'rank': 5}, 2225733586: {'relevancy': True, 'rank': 6}, 620732773: {'relevancy': True, 'rank': 7}, 2162010601: {'relevancy': True, 'rank': 8}, 2121939561: {'relevancy': True, 'rank': 9}}"
13,Categorial grammar,"{2103279754: {'relevancy': False, 'rank': 0}, 2250998000: {'relevancy': False, 'rank': 1}, 2134242458: {'relevancy': False, 'rank': 2}, 2040463142: {'relevancy': False, 'rank': 3}, 1966089003: {'relevancy': False, 'rank': 4}, 2162010601: {'relevancy': False, 'rank': 5}, 2121939561: {'relevancy': False, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': False, 'rank': 9}}","{2103279754: {'relevancy': False, 'rank': 0}, 2250998000: {'relevancy': True, 'rank': 1}, 2134242458: {'relevancy': False, 'rank': 2}, 2040463142: {'relevancy': False, 'rank': 3}, 1966089003: {'relevancy': False, 'rank': 4}, 2162010601: {'relevancy': False, 'rank': 5}, 2121939561: {'relevancy': False, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': False, 'rank': 9}}"
14,Semantic Web,"{2303458062: {'relevancy': True, 'rank': 0}, 2577876495: {'relevancy': True, 'rank': 1}, 2125104194: {'relevancy': True, 'rank': 2}, 2261367123: {'relevancy': False, 'rank': 3}, 2023450202: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': False, 'rank': 5}, 2162010601: {'relevancy': False, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': False, 'rank': 9}}","{2303458062: {'relevancy': True, 'rank': 0}, 2577876495: {'relevancy': True, 'rank': 1}, 2125104194: {'relevancy': True, 'rank': 2}, 2261367123: {'relevancy': True, 'rank': 3}, 2023450202: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2162010601: {'relevancy': False, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': True, 'rank': 9}}"
15,fuzzy logic,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
16,image restoration,"{511526681: {'relevancy': False, 'rank': 0}, 2162010601: {'relevancy': True, 'rank': 1}, 2121939561: {'relevancy': False, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2297453548: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2472069284: {'relevancy': False, 'rank': 9}}","{511526681: {'relevancy': True, 'rank': 0}, 2162010601: {'relevancy': True, 'rank': 1}, 2121939561: {'relevancy': True, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': True, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2297453548: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}"
17,generative model,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 2096566756: {'relevancy': False, 'rank': 7}, 2082615088: {'relevancy': False, 'rank': 8}, 1673229304: {'relevancy': True, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 2096566756: {'relevancy': False, 'rank': 7}, 2082615088: {'relevancy': False, 'rank': 8}, 1673229304: {'relevancy': True, 'rank': 9}}"
18,search algorithm,"{2110178947: {'relevancy': False, 'rank': 0}, 2308649827: {'relevancy': False, 'rank': 1}, 2121939561: {'relevancy': True, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2297453548: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': False, 'rank': 9}}","{2110178947: {'relevancy': False, 'rank': 0}, 2308649827: {'relevancy': False, 'rank': 1}, 2121939561: {'relevancy': True, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2297453548: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}"
19,sample size determination,"{229038272: {'relevancy': True, 'rank': 0}, 2100565365: {'relevancy': True, 'rank': 1}, 2127665774: {'relevancy': True, 'rank': 2}, 2162010601: {'relevancy': True, 'rank': 3}, 2121939561: {'relevancy': True, 'rank': 4}, 2065219374: {'relevancy': False, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 2297453548: {'relevancy': True, 'rank': 8}, 2151264347: {'relevancy': True, 'rank': 9}}","{229038272: {'relevancy': True, 'rank': 0}, 2100565365: {'relevancy': True, 'rank': 1}, 2127665774: {'relevancy': True, 'rank': 2}, 2162010601: {'relevancy': True, 'rank': 3}, 2121939561: {'relevancy': True, 'rank': 4}, 2065219374: {'relevancy': False, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 2297453548: {'relevancy': True, 'rank': 8}, 2151264347: {'relevancy': True, 'rank': 9}}"
20,anomaly detection,"{2121939561: {'relevancy': True, 'rank': 0}, 2469405535: {'relevancy': True, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2297453548: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}","{2121939561: {'relevancy': True, 'rank': 0}, 2469405535: {'relevancy': True, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2297453548: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}"
21,sentiment analysis,"{2162010601: {'relevancy': False, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2107450698: {'relevancy': False, 'rank': 8}, 428893813: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': False, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2107450698: {'relevancy': False, 'rank': 8}, 428893813: {'relevancy': False, 'rank': 9}}"
22,semantic similarity,"{2162010601: {'relevancy': False, 'rank': 0}, 2102216805: {'relevancy': True, 'rank': 1}, 2110895491: {'relevancy': True, 'rank': 2}, 2149341496: {'relevancy': True, 'rank': 3}, 2121846507: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2112237679: {'relevancy': False, 'rank': 7}, 2052065285: {'relevancy': False, 'rank': 8}, 2297453548: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': False, 'rank': 0}, 2102216805: {'relevancy': True, 'rank': 1}, 2110895491: {'relevancy': True, 'rank': 2}, 2149341496: {'relevancy': True, 'rank': 3}, 2121846507: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2112237679: {'relevancy': False, 'rank': 7}, 2052065285: {'relevancy': False, 'rank': 8}, 2297453548: {'relevancy': False, 'rank': 9}}"
23,world wide web,"{2121939561: {'relevancy': True, 'rank': 0}, 2065219374: {'relevancy': False, 'rank': 1}, 2112237679: {'relevancy': False, 'rank': 2}, 2198983026: {'relevancy': True, 'rank': 3}, 2125104194: {'relevancy': True, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2162010601: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': True, 'rank': 7}, 2151264347: {'relevancy': False, 'rank': 8}, 1919135125: {'relevancy': True, 'rank': 9}}","{2121939561: {'relevancy': True, 'rank': 0}, 2065219374: {'relevancy': False, 'rank': 1}, 2112237679: {'relevancy': True, 'rank': 2}, 2198983026: {'relevancy': True, 'rank': 3}, 2125104194: {'relevancy': True, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2162010601: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': True, 'rank': 7}, 2151264347: {'relevancy': False, 'rank': 8}, 1919135125: {'relevancy': True, 'rank': 9}}"
24,gibbs sampling,"{2011819992: {'relevancy': True, 'rank': 0}, 2721445647: {'relevancy': False, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 351197510: {'relevancy': True, 'rank': 3}, 2143089062: {'relevancy': False, 'rank': 4}, 2134242458: {'relevancy': False, 'rank': 5}, 2121939561: {'relevancy': True, 'rank': 6}, 2065219374: {'relevancy': True, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2151859571: {'relevancy': True, 'rank': 9}}","{2011819992: {'relevancy': True, 'rank': 0}, 2721445647: {'relevancy': False, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 351197510: {'relevancy': True, 'rank': 3}, 2143089062: {'relevancy': False, 'rank': 4}, 2134242458: {'relevancy': False, 'rank': 5}, 2121939561: {'relevancy': True, 'rank': 6}, 2065219374: {'relevancy': True, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2151859571: {'relevancy': True, 'rank': 9}}"
25,user interface,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': True, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': True, 'rank': 7}, 2472069284: {'relevancy': True, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': True, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': True, 'rank': 7}, 2472069284: {'relevancy': True, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
26,belief propagation,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 2082615088: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 2082615088: {'relevancy': True, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}"
27,interpolation,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': True, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2112237679: {'relevancy': False, 'rank': 3}, 2052065285: {'relevancy': True, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2472069284: {'relevancy': False, 'rank': 8}, 2142724104: {'relevancy': False, 'rank': 9}}"
