,Query,Exact,Approximate
10,Dynamic programming,"{'2302225927': {'relevancy': True, 'rank': 0}, '80220757': {'relevancy': True, 'rank': 1}, '2107142044': {'relevancy': True, 'rank': 2}, '1980551179': {'relevancy': True, 'rank': 3}, '2170741153': {'relevancy': False, 'rank': 4}, '2027911405': {'relevancy': False, 'rank': 5}, '2032668272': {'relevancy': False, 'rank': 6}, '2008730852': {'relevancy': False, 'rank': 7}, '2260592357': {'relevancy': True, 'rank': 8}, '2102101654': {'relevancy': True, 'rank': 9}}","{'2302225927': {'relevancy': True, 'rank': 0}, '80220757': {'relevancy': True, 'rank': 1}, '2107142044': {'relevancy': True, 'rank': 2}, '1980551179': {'relevancy': True, 'rank': 3}, '2170741153': {'relevancy': False, 'rank': 4}, '2027911405': {'relevancy': False, 'rank': 5}, '2032668272': {'relevancy': False, 'rank': 6}, '2008730852': {'relevancy': False, 'rank': 7}, '2260592357': {'relevancy': True, 'rank': 8}, '2102101654': {'relevancy': True, 'rank': 9}}"
11,Genetic algorithm,"{'2141641810': {'relevancy': True, 'rank': 0}, '46937997': {'relevancy': False, 'rank': 1}, '2716939416': {'relevancy': False, 'rank': 2}, '40961396': {'relevancy': False, 'rank': 3}, '1965422134': {'relevancy': False, 'rank': 4}, '2159603389': {'relevancy': True, 'rank': 5}, '2134176519': {'relevancy': False, 'rank': 6}, '2160125451': {'relevancy': True, 'rank': 7}, '1983999465': {'relevancy': False, 'rank': 8}, '161409135': {'relevancy': False, 'rank': 9}}","{'2141641810': {'relevancy': True, 'rank': 0}, '46937997': {'relevancy': False, 'rank': 1}, '2716939416': {'relevancy': False, 'rank': 2}, '40961396': {'relevancy': False, 'rank': 3}, '1965422134': {'relevancy': False, 'rank': 4}, '2159603389': {'relevancy': True, 'rank': 5}, '2134176519': {'relevancy': False, 'rank': 6}, '2160125451': {'relevancy': True, 'rank': 7}, '1983999465': {'relevancy': False, 'rank': 8}, '161409135': {'relevancy': True, 'rank': 9}}"
12,Human-computer interaction,"{'2149631809': {'relevancy': False, 'rank': 0}, '2085767126': {'relevancy': False, 'rank': 1}, '1844378188': {'relevancy': False, 'rank': 2}, '1973965668': {'relevancy': False, 'rank': 3}, '91712042': {'relevancy': False, 'rank': 4}, '126417355': {'relevancy': False, 'rank': 5}, '2104878114': {'relevancy': False, 'rank': 6}, '1970391018': {'relevancy': False, 'rank': 7}, '66820806': {'relevancy': False, 'rank': 8}, '1969768610': {'relevancy': False, 'rank': 9}}","{'2149631809': {'relevancy': True, 'rank': 0}, '2085767126': {'relevancy': True, 'rank': 1}, '1844378188': {'relevancy': True, 'rank': 2}, '1973965668': {'relevancy': True, 'rank': 3}, '91712042': {'relevancy': True, 'rank': 4}, '126417355': {'relevancy': False, 'rank': 5}, '2104878114': {'relevancy': False, 'rank': 6}, '1970391018': {'relevancy': True, 'rank': 7}, '66820806': {'relevancy': True, 'rank': 8}, '1969768610': {'relevancy': True, 'rank': 9}}"
13,Categorial grammar,"{'1976481638': {'relevancy': False, 'rank': 0}, '2043808685': {'relevancy': True, 'rank': 1}, '2112881711': {'relevancy': True, 'rank': 2}, '2009875638': {'relevancy': False, 'rank': 3}, '189016263': {'relevancy': True, 'rank': 4}, '2161989416': {'relevancy': False, 'rank': 5}, '2047989551': {'relevancy': False, 'rank': 6}, '2156731892': {'relevancy': False, 'rank': 7}, '2712338885': {'relevancy': False, 'rank': 8}, '1997627650': {'relevancy': False, 'rank': 9}}","{'1976481638': {'relevancy': False, 'rank': 0}, '2043808685': {'relevancy': True, 'rank': 1}, '2112881711': {'relevancy': True, 'rank': 2}, '2009875638': {'relevancy': False, 'rank': 3}, '189016263': {'relevancy': True, 'rank': 4}, '2161989416': {'relevancy': False, 'rank': 5}, '2047989551': {'relevancy': False, 'rank': 6}, '2156731892': {'relevancy': False, 'rank': 7}, '2712338885': {'relevancy': True, 'rank': 8}, '1997627650': {'relevancy': False, 'rank': 9}}"
14,Semantic Web,"{'57747768': {'relevancy': True, 'rank': 0}, '2303458062': {'relevancy': True, 'rank': 1}, '2047359151': {'relevancy': True, 'rank': 2}, '2308609296': {'relevancy': True, 'rank': 3}, '2141172858': {'relevancy': True, 'rank': 4}, '2023450202': {'relevancy': False, 'rank': 5}, '2038216534': {'relevancy': True, 'rank': 6}, '2250777962': {'relevancy': True, 'rank': 7}, '2195478976': {'relevancy': True, 'rank': 8}, '2275925217': {'relevancy': False, 'rank': 9}}","{'57747768': {'relevancy': True, 'rank': 0}, '2303458062': {'relevancy': True, 'rank': 1}, '2047359151': {'relevancy': True, 'rank': 2}, '2308609296': {'relevancy': True, 'rank': 3}, '2141172858': {'relevancy': True, 'rank': 4}, '2023450202': {'relevancy': True, 'rank': 5}, '2038216534': {'relevancy': True, 'rank': 6}, '2250777962': {'relevancy': True, 'rank': 7}, '2195478976': {'relevancy': True, 'rank': 8}, '2275925217': {'relevancy': False, 'rank': 9}}"
15,fuzzy logic,"{'2252586558': {'relevancy': True, 'rank': 0}, '2140840629': {'relevancy': True, 'rank': 1}, '1842893076': {'relevancy': True, 'rank': 2}, '2105909224': {'relevancy': False, 'rank': 3}, '243346321': {'relevancy': True, 'rank': 4}, '2148301797': {'relevancy': True, 'rank': 5}, '277057557': {'relevancy': True, 'rank': 6}, '2300659125': {'relevancy': True, 'rank': 7}, '533487353': {'relevancy': False, 'rank': 8}, '420267153': {'relevancy': False, 'rank': 9}}","{'2252586558': {'relevancy': True, 'rank': 0}, '2140840629': {'relevancy': True, 'rank': 1}, '1842893076': {'relevancy': True, 'rank': 2}, '2105909224': {'relevancy': False, 'rank': 3}, '243346321': {'relevancy': True, 'rank': 4}, '2148301797': {'relevancy': True, 'rank': 5}, '277057557': {'relevancy': True, 'rank': 6}, '2300659125': {'relevancy': True, 'rank': 7}, '533487353': {'relevancy': False, 'rank': 8}, '420267153': {'relevancy': True, 'rank': 9}}"
16,image restoration,"{'2469405535': {'relevancy': True, 'rank': 0}, '1967898767': {'relevancy': True, 'rank': 1}, '825683998': {'relevancy': True, 'rank': 2}, '2108835369': {'relevancy': True, 'rank': 3}, '2299711617': {'relevancy': True, 'rank': 4}, '2594426199': {'relevancy': True, 'rank': 5}, '310679509': {'relevancy': True, 'rank': 6}, '2164780248': {'relevancy': True, 'rank': 7}, '2088536091': {'relevancy': False, 'rank': 8}, '2012722627': {'relevancy': False, 'rank': 9}}","{'2469405535': {'relevancy': True, 'rank': 0}, '1967898767': {'relevancy': True, 'rank': 1}, '825683998': {'relevancy': True, 'rank': 2}, '2108835369': {'relevancy': True, 'rank': 3}, '2299711617': {'relevancy': True, 'rank': 4}, '2594426199': {'relevancy': True, 'rank': 5}, '310679509': {'relevancy': True, 'rank': 6}, '2164780248': {'relevancy': True, 'rank': 7}, '2088536091': {'relevancy': True, 'rank': 8}, '2012722627': {'relevancy': False, 'rank': 9}}"
17,generative model,"{'2169925262': {'relevancy': False, 'rank': 0}, '35238961': {'relevancy': False, 'rank': 1}, '2289542319': {'relevancy': False, 'rank': 2}, '1822555116': {'relevancy': False, 'rank': 3}, '2119757655': {'relevancy': False, 'rank': 4}, '2118264585': {'relevancy': False, 'rank': 5}, '2120321692': {'relevancy': False, 'rank': 6}, '1802900831': {'relevancy': False, 'rank': 7}, '2338117446': {'relevancy': False, 'rank': 8}, '2437409807': {'relevancy': False, 'rank': 9}}","{'2169925262': {'relevancy': False, 'rank': 0}, '35238961': {'relevancy': False, 'rank': 1}, '2289542319': {'relevancy': False, 'rank': 2}, '1822555116': {'relevancy': False, 'rank': 3}, '2119757655': {'relevancy': False, 'rank': 4}, '2118264585': {'relevancy': False, 'rank': 5}, '2120321692': {'relevancy': False, 'rank': 6}, '1802900831': {'relevancy': False, 'rank': 7}, '2338117446': {'relevancy': False, 'rank': 8}, '2437409807': {'relevancy': False, 'rank': 9}}"
18,search algorithm,"{'46937997': {'relevancy': False, 'rank': 0}, '1983999465': {'relevancy': False, 'rank': 1}, '268204184': {'relevancy': True, 'rank': 2}, '1075592465': {'relevancy': False, 'rank': 3}, '1909000858': {'relevancy': True, 'rank': 4}, '2123190830': {'relevancy': False, 'rank': 5}, '87749410': {'relevancy': True, 'rank': 6}, '2149806870': {'relevancy': True, 'rank': 7}, '2095582769': {'relevancy': False, 'rank': 8}, '2001450558': {'relevancy': False, 'rank': 9}}","{'46937997': {'relevancy': False, 'rank': 0}, '1983999465': {'relevancy': False, 'rank': 1}, '268204184': {'relevancy': True, 'rank': 2}, '1075592465': {'relevancy': True, 'rank': 3}, '1909000858': {'relevancy': True, 'rank': 4}, '2123190830': {'relevancy': False, 'rank': 5}, '87749410': {'relevancy': True, 'rank': 6}, '2149806870': {'relevancy': True, 'rank': 7}, '2095582769': {'relevancy': False, 'rank': 8}, '2001450558': {'relevancy': False, 'rank': 9}}"
19,sample size determination,"{'1811258128': {'relevancy': True, 'rank': 0}, '2042100715': {'relevancy': True, 'rank': 1}, '2098655811': {'relevancy': False, 'rank': 2}, '2127597606': {'relevancy': True, 'rank': 3}, '2252142780': {'relevancy': True, 'rank': 4}, '1925586815': {'relevancy': True, 'rank': 5}, '2115636254': {'relevancy': False, 'rank': 6}, '2619563818': {'relevancy': True, 'rank': 7}, '2285085555': {'relevancy': False, 'rank': 8}, '270055802': {'relevancy': True, 'rank': 9}}","{'1811258128': {'relevancy': True, 'rank': 0}, '2042100715': {'relevancy': True, 'rank': 1}, '2098655811': {'relevancy': False, 'rank': 2}, '2127597606': {'relevancy': True, 'rank': 3}, '2252142780': {'relevancy': True, 'rank': 4}, '1925586815': {'relevancy': True, 'rank': 5}, '2115636254': {'relevancy': False, 'rank': 6}, '2619563818': {'relevancy': True, 'rank': 7}, '2285085555': {'relevancy': False, 'rank': 8}, '270055802': {'relevancy': True, 'rank': 9}}"
20,anomaly detection,"{'2096898130': {'relevancy': True, 'rank': 0}, '2161062602': {'relevancy': True, 'rank': 1}, '1994240001': {'relevancy': True, 'rank': 2}, '2037585042': {'relevancy': True, 'rank': 3}, '642640030': {'relevancy': True, 'rank': 4}, '1933782737': {'relevancy': True, 'rank': 5}, '2165395765': {'relevancy': True, 'rank': 6}, '2133983782': {'relevancy': True, 'rank': 7}, '2226538938': {'relevancy': True, 'rank': 8}, '91397146': {'relevancy': True, 'rank': 9}}","{'2096898130': {'relevancy': True, 'rank': 0}, '2161062602': {'relevancy': True, 'rank': 1}, '1994240001': {'relevancy': True, 'rank': 2}, '2037585042': {'relevancy': True, 'rank': 3}, '642640030': {'relevancy': True, 'rank': 4}, '1933782737': {'relevancy': True, 'rank': 5}, '2165395765': {'relevancy': True, 'rank': 6}, '2133983782': {'relevancy': True, 'rank': 7}, '2226538938': {'relevancy': True, 'rank': 8}, '91397146': {'relevancy': True, 'rank': 9}}"
21,sentiment analysis,"{'93282404': {'relevancy': True, 'rank': 0}, '2078106182': {'relevancy': True, 'rank': 1}, '40084183': {'relevancy': True, 'rank': 2}, '2406483015': {'relevancy': True, 'rank': 3}, '2402923376': {'relevancy': True, 'rank': 4}, '1992239148': {'relevancy': True, 'rank': 5}, '219684051': {'relevancy': True, 'rank': 6}, '2244698799': {'relevancy': True, 'rank': 7}, '2304235894': {'relevancy': True, 'rank': 8}, '2112374298': {'relevancy': True, 'rank': 9}}","{'93282404': {'relevancy': True, 'rank': 0}, '2078106182': {'relevancy': True, 'rank': 1}, '40084183': {'relevancy': True, 'rank': 2}, '2406483015': {'relevancy': True, 'rank': 3}, '2402923376': {'relevancy': True, 'rank': 4}, '1992239148': {'relevancy': True, 'rank': 5}, '219684051': {'relevancy': True, 'rank': 6}, '2244698799': {'relevancy': True, 'rank': 7}, '2304235894': {'relevancy': True, 'rank': 8}, '2112374298': {'relevancy': True, 'rank': 9}}"
22,semantic similarity,"{'2120321692': {'relevancy': True, 'rank': 0}, '2110895491': {'relevancy': True, 'rank': 1}, '164943294': {'relevancy': True, 'rank': 2}, '2084625574': {'relevancy': True, 'rank': 3}, '156417696': {'relevancy': True, 'rank': 4}, '2215287472': {'relevancy': True, 'rank': 5}, '2124289572': {'relevancy': True, 'rank': 6}, '2129322869': {'relevancy': True, 'rank': 7}, '2133231644': {'relevancy': False, 'rank': 8}, '1956093140': {'relevancy': True, 'rank': 9}}","{'2120321692': {'relevancy': True, 'rank': 0}, '2110895491': {'relevancy': True, 'rank': 1}, '164943294': {'relevancy': True, 'rank': 2}, '2084625574': {'relevancy': True, 'rank': 3}, '156417696': {'relevancy': True, 'rank': 4}, '2215287472': {'relevancy': True, 'rank': 5}, '2124289572': {'relevancy': True, 'rank': 6}, '2129322869': {'relevancy': True, 'rank': 7}, '2133231644': {'relevancy': False, 'rank': 8}, '1956093140': {'relevancy': True, 'rank': 9}}"
23,world wide web,"{'2308609296': {'relevancy': True, 'rank': 0}, '237419955': {'relevancy': True, 'rank': 1}, '2103349674': {'relevancy': True, 'rank': 2}, '2345687710': {'relevancy': True, 'rank': 3}, '2182667553': {'relevancy': True, 'rank': 4}, '2154833104': {'relevancy': True, 'rank': 5}, '2339667287': {'relevancy': True, 'rank': 6}, '2275925217': {'relevancy': False, 'rank': 7}, '2195478976': {'relevancy': True, 'rank': 8}, '2343374067': {'relevancy': True, 'rank': 9}}","{'2308609296': {'relevancy': True, 'rank': 0}, '237419955': {'relevancy': True, 'rank': 1}, '2103349674': {'relevancy': True, 'rank': 2}, '2345687710': {'relevancy': True, 'rank': 3}, '2182667553': {'relevancy': True, 'rank': 4}, '2154833104': {'relevancy': True, 'rank': 5}, '2339667287': {'relevancy': True, 'rank': 6}, '2275925217': {'relevancy': False, 'rank': 7}, '2195478976': {'relevancy': True, 'rank': 8}, '2343374067': {'relevancy': True, 'rank': 9}}"
24,gibbs sampling,"{'2149454608': {'relevancy': True, 'rank': 0}, '183722240': {'relevancy': True, 'rank': 1}, '539593200': {'relevancy': False, 'rank': 2}, '2347934206': {'relevancy': True, 'rank': 3}, '2056153991': {'relevancy': True, 'rank': 4}, '2437776675': {'relevancy': True, 'rank': 5}, '1980961941': {'relevancy': True, 'rank': 6}, '2097653880': {'relevancy': True, 'rank': 7}, '2635064073': {'relevancy': True, 'rank': 8}, '2131550435': {'relevancy': True, 'rank': 9}}","{'2149454608': {'relevancy': True, 'rank': 0}, '183722240': {'relevancy': True, 'rank': 1}, '539593200': {'relevancy': False, 'rank': 2}, '2347934206': {'relevancy': True, 'rank': 3}, '2056153991': {'relevancy': True, 'rank': 4}, '2437776675': {'relevancy': True, 'rank': 5}, '1980961941': {'relevancy': True, 'rank': 6}, '2097653880': {'relevancy': True, 'rank': 7}, '2635064073': {'relevancy': True, 'rank': 8}, '2131550435': {'relevancy': True, 'rank': 9}}"
25,user interface,"{'1844378188': {'relevancy': True, 'rank': 0}, '1970391018': {'relevancy': True, 'rank': 1}, '2110306966': {'relevancy': False, 'rank': 2}, '2073051687': {'relevancy': False, 'rank': 3}, '668764113': {'relevancy': True, 'rank': 4}, '2007574723': {'relevancy': True, 'rank': 5}, '1973965668': {'relevancy': True, 'rank': 6}, '682752941': {'relevancy': True, 'rank': 7}, '624549756': {'relevancy': True, 'rank': 8}, '2166623132': {'relevancy': False, 'rank': 9}}","{'1844378188': {'relevancy': True, 'rank': 0}, '1970391018': {'relevancy': True, 'rank': 1}, '2110306966': {'relevancy': False, 'rank': 2}, '2073051687': {'relevancy': True, 'rank': 3}, '668764113': {'relevancy': True, 'rank': 4}, '2007574723': {'relevancy': True, 'rank': 5}, '1973965668': {'relevancy': True, 'rank': 6}, '682752941': {'relevancy': True, 'rank': 7}, '624549756': {'relevancy': True, 'rank': 8}, '2166623132': {'relevancy': False, 'rank': 9}}"
26,belief propagation,"{'2138894044': {'relevancy': True, 'rank': 0}, '716715026': {'relevancy': False, 'rank': 1}, '2097273326': {'relevancy': True, 'rank': 2}, '2112716162': {'relevancy': True, 'rank': 3}, '2266727531': {'relevancy': False, 'rank': 4}, '2079978182': {'relevancy': True, 'rank': 5}, '2041147275': {'relevancy': True, 'rank': 6}, '46298020': {'relevancy': True, 'rank': 7}, '2169127675': {'relevancy': False, 'rank': 8}, '8703819': {'relevancy': False, 'rank': 9}}","{'2138894044': {'relevancy': True, 'rank': 0}, '716715026': {'relevancy': True, 'rank': 1}, '2097273326': {'relevancy': True, 'rank': 2}, '2112716162': {'relevancy': True, 'rank': 3}, '2266727531': {'relevancy': True, 'rank': 4}, '2079978182': {'relevancy': True, 'rank': 5}, '2041147275': {'relevancy': True, 'rank': 6}, '46298020': {'relevancy': True, 'rank': 7}, '2169127675': {'relevancy': False, 'rank': 8}, '8703819': {'relevancy': True, 'rank': 9}}"
27,interpolation,"{'669130765': {'relevancy': False, 'rank': 0}, '2156906482': {'relevancy': False, 'rank': 1}, '122224463': {'relevancy': True, 'rank': 2}, '2098073579': {'relevancy': False, 'rank': 3}, '2167218018': {'relevancy': False, 'rank': 4}, '2482715602': {'relevancy': False, 'rank': 5}, '2234576030': {'relevancy': False, 'rank': 6}, '2049248193': {'relevancy': True, 'rank': 7}, '2143351261': {'relevancy': False, 'rank': 8}, '196222512': {'relevancy': True, 'rank': 9}}","{'669130765': {'relevancy': False, 'rank': 0}, '2156906482': {'relevancy': False, 'rank': 1}, '122224463': {'relevancy': True, 'rank': 2}, '2098073579': {'relevancy': False, 'rank': 3}, '2167218018': {'relevancy': False, 'rank': 4}, '2482715602': {'relevancy': False, 'rank': 5}, '2234576030': {'relevancy': False, 'rank': 6}, '2049248193': {'relevancy': True, 'rank': 7}, '2143351261': {'relevancy': True, 'rank': 8}, '196222512': {'relevancy': True, 'rank': 9}}"
