,Query,Exact,Approximate
10,Dynamic programming,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2161062602: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': True, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2161062602: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': False, 'rank': 9}}"
11,Genetic algorithm,"{2425948989: {'relevancy': False, 'rank': 0}, 2089047320: {'relevancy': True, 'rank': 1}, 2153799420: {'relevancy': False, 'rank': 2}, 2286931549: {'relevancy': False, 'rank': 3}, 2096364092: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2430569270: {'relevancy': False, 'rank': 6}, 2148799760: {'relevancy': False, 'rank': 7}, 2065219374: {'relevancy': False, 'rank': 8}, 2297453548: {'relevancy': True, 'rank': 9}}","{2425948989: {'relevancy': False, 'rank': 0}, 2089047320: {'relevancy': True, 'rank': 1}, 2153799420: {'relevancy': True, 'rank': 2}, 2286931549: {'relevancy': False, 'rank': 3}, 2096364092: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2430569270: {'relevancy': False, 'rank': 6}, 2148799760: {'relevancy': False, 'rank': 7}, 2065219374: {'relevancy': True, 'rank': 8}, 2297453548: {'relevancy': True, 'rank': 9}}"
12,Human-computer interaction,"{2149631809: {'relevancy': False, 'rank': 0}, 2303825066: {'relevancy': False, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 2121939561: {'relevancy': False, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': False, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': False, 'rank': 7}, 2151264347: {'relevancy': False, 'rank': 8}, 1919135125: {'relevancy': False, 'rank': 9}}","{2149631809: {'relevancy': True, 'rank': 0}, 2303825066: {'relevancy': True, 'rank': 1}, 2162010601: {'relevancy': True, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': False, 'rank': 7}, 2151264347: {'relevancy': False, 'rank': 8}, 1919135125: {'relevancy': True, 'rank': 9}}"
13,Categorial grammar,"{2250998000: {'relevancy': False, 'rank': 0}, 2040463142: {'relevancy': False, 'rank': 1}, 2134242458: {'relevancy': False, 'rank': 2}, 2059221090: {'relevancy': False, 'rank': 3}, 2293758362: {'relevancy': False, 'rank': 4}, 2162010601: {'relevancy': False, 'rank': 5}, 2121939561: {'relevancy': False, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2297453548: {'relevancy': False, 'rank': 8}, 2112237679: {'relevancy': False, 'rank': 9}}","{2250998000: {'relevancy': True, 'rank': 0}, 2040463142: {'relevancy': False, 'rank': 1}, 2134242458: {'relevancy': False, 'rank': 2}, 2059221090: {'relevancy': False, 'rank': 3}, 2293758362: {'relevancy': False, 'rank': 4}, 2162010601: {'relevancy': False, 'rank': 5}, 2121939561: {'relevancy': False, 'rank': 6}, 2065219374: {'relevancy': False, 'rank': 7}, 2297453548: {'relevancy': False, 'rank': 8}, 2112237679: {'relevancy': False, 'rank': 9}}"
14,Semantic Web,"{2577876495: {'relevancy': True, 'rank': 0}, 2125104194: {'relevancy': True, 'rank': 1}, 2261367123: {'relevancy': False, 'rank': 2}, 226183463: {'relevancy': True, 'rank': 3}, 2023450202: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': False, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': False, 'rank': 9}}","{2577876495: {'relevancy': True, 'rank': 0}, 2125104194: {'relevancy': True, 'rank': 1}, 2261367123: {'relevancy': True, 'rank': 2}, 226183463: {'relevancy': True, 'rank': 3}, 2023450202: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': True, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': True, 'rank': 9}}"
15,fuzzy logic,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2161062602: {'relevancy': False, 'rank': 8}, 2472069284: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2161062602: {'relevancy': False, 'rank': 8}, 2472069284: {'relevancy': False, 'rank': 9}}"
16,image restoration,"{2164780248: {'relevancy': True, 'rank': 0}, 2036349267: {'relevancy': True, 'rank': 1}, 2098366200: {'relevancy': True, 'rank': 2}, 511526681: {'relevancy': False, 'rank': 3}, 2162010601: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': False, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': True, 'rank': 9}}","{2164780248: {'relevancy': True, 'rank': 0}, 2036349267: {'relevancy': True, 'rank': 1}, 2098366200: {'relevancy': True, 'rank': 2}, 511526681: {'relevancy': True, 'rank': 3}, 2162010601: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': True, 'rank': 7}, 2112237679: {'relevancy': True, 'rank': 8}, 2052065285: {'relevancy': True, 'rank': 9}}"
17,generative model,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 699272135: {'relevancy': False, 'rank': 5}, 2052065285: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2161062602: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 699272135: {'relevancy': False, 'rank': 5}, 2052065285: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2161062602: {'relevancy': False, 'rank': 9}}"
18,search algorithm,"{2308649827: {'relevancy': False, 'rank': 0}, 2118586410: {'relevancy': False, 'rank': 1}, 2081156236: {'relevancy': False, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 2151264347: {'relevancy': False, 'rank': 8}, 1919135125: {'relevancy': True, 'rank': 9}}","{2308649827: {'relevancy': False, 'rank': 0}, 2118586410: {'relevancy': False, 'rank': 1}, 2081156236: {'relevancy': True, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 2151264347: {'relevancy': False, 'rank': 8}, 1919135125: {'relevancy': True, 'rank': 9}}"
19,sample size determination,"{229038272: {'relevancy': True, 'rank': 0}, 317916684: {'relevancy': True, 'rank': 1}, 2162010601: {'relevancy': True, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 2151264347: {'relevancy': True, 'rank': 8}, 1919135125: {'relevancy': True, 'rank': 9}}","{229038272: {'relevancy': True, 'rank': 0}, 317916684: {'relevancy': True, 'rank': 1}, 2162010601: {'relevancy': True, 'rank': 2}, 2121939561: {'relevancy': True, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 2151264347: {'relevancy': True, 'rank': 8}, 1919135125: {'relevancy': True, 'rank': 9}}"
20,anomaly detection,"{2121939561: {'relevancy': True, 'rank': 0}, 2469405535: {'relevancy': True, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2297453548: {'relevancy': True, 'rank': 4}, 2112237679: {'relevancy': False, 'rank': 5}, 2052065285: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2161062602: {'relevancy': True, 'rank': 9}}","{2121939561: {'relevancy': True, 'rank': 0}, 2469405535: {'relevancy': True, 'rank': 1}, 2162010601: {'relevancy': False, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2297453548: {'relevancy': True, 'rank': 4}, 2112237679: {'relevancy': False, 'rank': 5}, 2052065285: {'relevancy': False, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': True, 'rank': 8}, 2161062602: {'relevancy': True, 'rank': 9}}"
21,sentiment analysis,"{2162010601: {'relevancy': False, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2161062602: {'relevancy': False, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}","{2162010601: {'relevancy': False, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': False, 'rank': 7}, 2161062602: {'relevancy': False, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}"
22,semantic similarity,"{2162010601: {'relevancy': False, 'rank': 0}, 2102216805: {'relevancy': True, 'rank': 1}, 1441874829: {'relevancy': False, 'rank': 2}, 2149341496: {'relevancy': True, 'rank': 3}, 2141739595: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': False, 'rank': 0}, 2102216805: {'relevancy': True, 'rank': 1}, 1441874829: {'relevancy': False, 'rank': 2}, 2149341496: {'relevancy': True, 'rank': 3}, 2141739595: {'relevancy': False, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': False, 'rank': 6}, 2297453548: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2052065285: {'relevancy': False, 'rank': 9}}"
23,world wide web,"{2577876495: {'relevancy': True, 'rank': 0}, 2125104194: {'relevancy': True, 'rank': 1}, 2121939561: {'relevancy': True, 'rank': 2}, 2162010601: {'relevancy': False, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': False, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 2151264347: {'relevancy': False, 'rank': 8}, 1919135125: {'relevancy': True, 'rank': 9}}","{2577876495: {'relevancy': True, 'rank': 0}, 2125104194: {'relevancy': True, 'rank': 1}, 2121939561: {'relevancy': True, 'rank': 2}, 2162010601: {'relevancy': False, 'rank': 3}, 2065219374: {'relevancy': False, 'rank': 4}, 2297453548: {'relevancy': True, 'rank': 5}, 2112237679: {'relevancy': True, 'rank': 6}, 2052065285: {'relevancy': True, 'rank': 7}, 2151264347: {'relevancy': False, 'rank': 8}, 1919135125: {'relevancy': True, 'rank': 9}}"
24,gibbs sampling,"{2011819992: {'relevancy': True, 'rank': 0}, 2721445647: {'relevancy': False, 'rank': 1}, 2286931549: {'relevancy': False, 'rank': 2}, 2162010601: {'relevancy': False, 'rank': 3}, 351197510: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': True, 'rank': 6}, 2297453548: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}","{2011819992: {'relevancy': True, 'rank': 0}, 2721445647: {'relevancy': False, 'rank': 1}, 2286931549: {'relevancy': False, 'rank': 2}, 2162010601: {'relevancy': False, 'rank': 3}, 351197510: {'relevancy': True, 'rank': 4}, 2121939561: {'relevancy': True, 'rank': 5}, 2065219374: {'relevancy': True, 'rank': 6}, 2297453548: {'relevancy': False, 'rank': 7}, 2112237679: {'relevancy': False, 'rank': 8}, 2151264347: {'relevancy': False, 'rank': 9}}"
25,user interface,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': True, 'rank': 7}, 2161062602: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': True, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': True, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 1919135125: {'relevancy': True, 'rank': 7}, 2161062602: {'relevancy': True, 'rank': 8}, 2472069284: {'relevancy': True, 'rank': 9}}"
26,belief propagation,"{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 2059675198: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2161062602: {'relevancy': False, 'rank': 9}}","{2162010601: {'relevancy': True, 'rank': 0}, 2121939561: {'relevancy': False, 'rank': 1}, 2065219374: {'relevancy': False, 'rank': 2}, 2297453548: {'relevancy': False, 'rank': 3}, 2112237679: {'relevancy': False, 'rank': 4}, 2052065285: {'relevancy': False, 'rank': 5}, 2151264347: {'relevancy': False, 'rank': 6}, 2059675198: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2161062602: {'relevancy': False, 'rank': 9}}"
27,interpolation,"{1997891640: {'relevancy': False, 'rank': 0}, 2162010601: {'relevancy': True, 'rank': 1}, 2121939561: {'relevancy': False, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2297453548: {'relevancy': False, 'rank': 4}, 2112237679: {'relevancy': False, 'rank': 5}, 2052065285: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2161062602: {'relevancy': False, 'rank': 9}}","{1997891640: {'relevancy': False, 'rank': 0}, 2162010601: {'relevancy': True, 'rank': 1}, 2121939561: {'relevancy': False, 'rank': 2}, 2065219374: {'relevancy': False, 'rank': 3}, 2297453548: {'relevancy': False, 'rank': 4}, 2112237679: {'relevancy': False, 'rank': 5}, 2052065285: {'relevancy': True, 'rank': 6}, 2151264347: {'relevancy': False, 'rank': 7}, 1919135125: {'relevancy': False, 'rank': 8}, 2161062602: {'relevancy': False, 'rank': 9}}"
